queue_id,priority,priority_reason,heading,entry_group,question_kind,thin_flags,material_chars,question_chars,why_chars,answer_chars,answer_point_markers,recommended_action,answer_excerpt
T0132,P1,inserted entry needs parity with legacy thickness,21. 2026房山二模 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,119,42,106,95,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,中华工业文化不是单点技艺，而是代代工匠、社会分工、技术门类、产业体系协同形成的整体创造力。卷面可写：坚持系统观念，把工匠精神、工艺分工和现代工业体系统筹起来，形成完整制造能力和国家工业优势。
T0193,P1,inserted entry needs parity with legacy thickness,21. 2026朝阳一模 第3题（选择题）,inserted,choice,ANSWER_LT_120_CHARS,68,223,116,93,1,expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选D。本节点处理④：非遗和传统文化在科技赋能下获得新的展示方式，说明辩证否定不是简单抛弃旧事物，而是在保留传统文化合理内核的基础上进行创造性转化、创新性发展，使传统文化焕发新光彩。
T0194,P1,inserted entry needs parity with legacy thickness,22. 2025丰台一模 第15题（选择题）,inserted,choice,ANSWER_LT_120_CHARS,71,267,107,92,1,expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选A。本节点处理①：和平共处五项原则与构建人类命运共同体既一脉相承，又面向新时代国际关系的新问题作出创新发展；这体现对既有外交理念的继承、发展和创新，是连续性与创新性的有机统一。
T0133,P1,inserted entry needs parity with legacy thickness,22. 2025海淀一模 第22题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,116,42,104,101,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,全面深化改革是复杂系统工程，要把中国式现代化、法治建设、重点领域改革和政策协同放在统一目标下整体推进。卷面可写：坚持系统观念，使各项改革举措在政策取向上相互配合、实施过程中相互促进、实际成效上相得益彰。
T0287,P1,inserted entry needs parity with legacy thickness,22. 2025海淀期末 第7题（选择题）,inserted,choice,ANSWER_LT_120_CHARS,35,134,122,93,1,expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,正确项是 A（含③）。从群众中来到群众中去：政府领单（实践来源于群众反映的民生需求）—群众验单（实践效果由群众检验、回到群众中去）——这正是党的群众路线在实践—认识—再实践循环中的体现。
T0160,P1,inserted entry needs parity with legacy thickness,22. 2026通州期末 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,78,32,90,104,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,都江堰治水智慧体现发展的观点。它不是一次修好后静止不变，而是在历代治水者接力维护中延续，又在今天通过智慧水资源保护、污染防治和科技赋能实现持续升级；这说明要与时俱进、开拓创新，使古代工程在新时代继续焕发生机。
T0426,P1,inserted entry needs parity with legacy thickness,22. 2026通州期末 第21题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,43,36,134,105,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,我国谱写中国式现代化篇章，不是只看抽象增长指标，而是站在人民立场作出价值判断和价值选择，把新增就业、收入差距缩小、脱贫成果巩固等发展成果转化为群众获得感、幸福感和安全感，让现代化建设成果更多更公平惠及全体人民。
T0217,P1,inserted entry needs parity with legacy thickness,22. 2026门头沟一模 第16题（主观题）,inserted,subjective,SHORT_WITHOUT_POINT_MARKERS,66,50,121,154,0,add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,矛盾就是对立统一，要用一分为二的观点看问题，并通过创造条件实现矛盾向有利方向转化。永定河古渠原本可能成为“沉睡的文物”，门头沟通过申报世界灌溉工程遗产、把古渠功能与现代农业、生态补水、文化教育、文旅融合相结合，把“沉睡”与“活态”这对对立的状态统一起来，使古渠成为“奔流不息的活态遗产”，激发了民族文化自信。
T0059,P1,inserted entry needs parity with legacy thickness,23. 2025海淀期末 第5题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,44,100,71,114,1,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题正确项包含③。治沙不能凭热情蛮干，而要在尊重沙漠生态治理规律、当地水土条件和技术条件的基础上，发挥治沙人的主观能动性，科学选择工程治沙、光伏治沙、生态治沙等模式，把科学态度与实践热情统一起来。此条只作为客观选择题正确项挂点。
T0249,P1,inserted entry needs parity with legacy thickness,23. 2026东城二模 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,111,31,118,99,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,“京彩课堂”的精彩在于从北京文化资源、学生成长特点和首都育人任务出发设计课程，形成有首都特色的思政课堂。卷面可写：坚持具体问题具体分析，针对北京真实城市资源和学生真实需要设计教学，避免套用抽象模板。
T0314,P1,inserted entry needs parity with legacy thickness,23. 2026东城二模 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,120,31,126,119,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,“京彩课堂”的精彩在于把思政学习放进北京真实场景，让学生在探究任务、项目学习和实景体验中理解理论、形成认同，再把这种认识转化为城市责任和国家担当。卷面可写：实践为认识提供对象和动力，真实城市实践推动学生把抽象理论转化为具体理解和行动自觉。
T0134,P1,inserted entry needs parity with legacy thickness,23. 2026朝阳二模 第4题（选择题）,inserted,choice,ANSWER_LT_120_CHARS,82,88,108,78,3,expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,正确项是 A（①③）。本节点只处理①：智慧物业立足小区整体，把不同治理模块和数据资源联动起来，优化小区治理系统的结构和功能，使各部分协同服务社区精细化管理。
T0195,P1,inserted entry needs parity with legacy thickness,24. 2024朝阳期中 第4题（选择题）,inserted,choice,ANSWER_LT_120_CHARS,78,94,94,65,2,expand answer landing into concrete exam sentence; match inserted-entry detail level to surrounding legacy entries,本题应选C。本节点只处理④：防治方法的改进是在继承原有经验基础上的创新，体现辩证否定的扬弃和守正创新意识。②另在系统优化节点处理。
T0403,P1,inserted entry needs parity with legacy thickness,24. 2026东城二模 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,103,31,117,107,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,“京彩课堂”用正确价值观把城市认同、国家责任和学生成长连接起来，引导学生在真实城市生活中形成家国情怀和责任担当。卷面可写：发挥正确价值观导向作用，让课程资源服务立德树人，使学生在判断、选择和行动中坚持正确价值追求。
T0250,P1,inserted entry needs parity with legacy thickness,24. 2026朝阳二模 第16题（主观题）,inserted,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,122,40,113,95,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,城市文化创新要从本地文脉、公共空间条件和群众文化需求出发，北京四合院、广东文化馆体系等做法各有具体条件。卷面可写：坚持具体问题具体分析，因城施策、因人施策，形成适合本地的文化空间和服务方式。
T0019,P1,inserted entry needs parity with legacy thickness,24. 2026朝阳期中 第7题（选择题）,inserted,choice,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,47,49,48,69,0,expand material-to-principle recognition path; expand answer landing into concrete exam sentence; add point structure only where the question is subjective; match inserted-entry detail level to surrounding legacy entries,本题只作客观选择题挂点。推动城市内涵式发展要从具体实际出发，立足前门商圈的历史文化资源和现实消费需求，通过文化挖掘与科技赋能推动创新发展。
