heading,group,material_chars,question_chars,why_chars,answer_chars,answer_point_markers,thin_flags,answer_excerpt
37. 2026丰台二模 第5题（选择题）,inserted,95,39,89,108,2,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,本题应选D。竹的美好寓意既以竹自身形态、气节等客观特点为基础，又经过创作者审美、价值追求和文化传统的加工，成为人脑对竹子能动反映的主观映象。①把来源误归为创作者素养，③把审美象征误说成揭示本质属性，均不作为正文链条。
38. 2026丰台二模 第6题（选择题）,inserted,77,41,87,104,0,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,本题应选D。燕子归来的文学意象来源于现实春日景象，又经过人的审美加工，反映春日生机和时光流转，说明思维能够能动地反映客观世界。A夸大为直接揭示本质必然联系，B误写主客观相互转化，C误写脱离客观现实，均应排除。
39. 2026石景山一模 第3题（选择题）,inserted,109,35,88,113,2,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,本题应选A。AI可以进行思维模拟和信息处理，但不能替代人的意识、感知、价值判断和创造性表达；写作仍需要人发挥主观能动性，跳出路径依赖，形成独立思考。②把利弊说成不可调和，④把AI写作说成具有实践的直接现实性，均不进入正文链条。
40. 2026顺义一模 第2题（选择题）,inserted,85,41,75,130,0,WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,本题应选C。杂技剧场《屋顶上的北平》把古都历史内容转化为现代舞台表达，说明意识活动具有目的性、自觉选择性和能动创造性，能够在内容与形式的统一中再现、加工并表达客观材料。A混淆个性与共性的包含关系，B把文化呈现说成重构历史，D外延关系判断不当，均不进入正文链条。
1. 2025海淀期末 第16题（主观题）,inserted,49,29,158,191,3,,①规律具有客观性，打造中医药新时尚首先要尊重中药药性、药材搭配和食品安全规律，不能为了新奇而违背养生原理。②人在规律面前不是无能为力的，老字号、医院、药房等主体通过调研消费者健康需求，研发石斛曲奇、荷叶消暑包、低糖面包等新产品，并拓展年轻化、日常化消费场景，体现了正确发挥主观能动性。③把尊重规律和主动创造结合起来，才能让中医药文化既安全可靠又贴近现代生活，真正形成可持续的新时尚。
2. 2026西城一模 第21题（主观题）,legacy,117,39,153,150,0,SHORT_WITHOUT_POINT_MARKERS,中国式现代化作为人类社会发展规律和我国基本国情共同决定的事业，有其客观规律性；同时它又是探索性事业，必须在尊重客观规律的前提下，主动发挥主观能动性，在“十五五”关键领域和重要环节大胆探索；只有把尊重规律和发挥能动性结合起来，才能在关键时期把规律所允许的可能性变为现实，所以越是关键时期，越要坚持探索。
3. 2025西城二模 第16题第（1）问（主观题）,legacy,141,23,201,172,0,SHORT_WITHOUT_POINT_MARKERS,规律是客观的，不以人的意志为转移，人们必须尊重规律、按客观规律办事；同时，人具有主观能动性，能够认识和利用规律改造世界。延庆区自然保护地管理处认识并尊重野生动物饮水、攀爬等生存规律，发挥主观能动性，在废弃水井内建造攀爬台阶、营造雨水收集池——这是把发挥主观能动性与尊重客观规律相结合的体现，从而把对动物的安全威胁转化为生物多样性保护的生态乐园。
4. 2024西城一模 第17题（主观题）,legacy,125,112,128,123,0,SHORT_WITHOUT_POINT_MARKERS,处理人与自然的关系，要承认生态系统物种竞争、自然演替等是不以人的意志为转移的客观规律，人的活动应当为这些规律的实现创造条件而不是用人的意志替代规律本身；只有把发挥主观能动性建立在尊重生态规律的基础上，才能从根子上避免人类中心主义对客观规律的违背。
5. 2024西城二模 第18题第（4）问（主观题）,legacy,75,25,187,132,0,SHORT_WITHOUT_POINT_MARKERS,推动乡村文化振兴，要尊重各地传统村落形成发展的客观规律和乡土文化传承规律，承认特色村落自身的发展逻辑，不盲目拆除、不强行同质化；同时要充分发挥主观能动性，主动加强乡村美学普及与教育、推动艺术元素融入乡村规划、兴办特色文化设施，把“尊重规律”与“主动作为”统一起来。
6. 2026朝阳一模 第16题（主观题）,legacy,156,32,126,141,0,SHORT_WITHOUT_POINT_MARKERS,中国农历以太阳运行的回归年定年、月亮运行的朔望月定月，尊重了天体运行的客观规律；同时古人通过“十九年七闰”协调年月差异、独创二十四节气指导农业生产，这是在认识和把握规律基础上发挥主观能动性、利用规律造福人类——尊重客观规律与发挥主观能动性的辩证统一，正是中国农历独特智慧的根本所在。
7. 2025朝阳期末 第16题（主观题）,inserted,45,26,139,65,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,用文化同世界对话要尊重文化传承和文化交流的客观规律，并在尊重规律基础上正确发挥主观能动性，主动推介展览、推动申遗，共建文明百花园。
8. 2024朝阳二模 第16题第（2）问（主观题）,legacy,80,40,145,113,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,未来人塑造人工智能必须把尊重客观规律（脑科学规律、技术演进规律、社会发展规律）和充分发挥主观能动性（科研创新、政策引导、伦理规范）结合起来；二者结合才能既推动人工智能技术突破，又防范风险与威胁，实现人与人工智能的良性相互塑造。
9. 2024朝阳期中 第17题（主观题）,inserted,53,46,153,172,0,SHORT_WITHOUT_POINT_MARKERS,必须把尊重客观规律与发挥主观能动性结合起来；让农耕文明在新时代迎来全新面貌，要尊重文化连续性与创新性相统一的规律——不能任意“拆真建假”地破坏物质载体，也不能停滞僵化地拒绝转化；同时要充分发挥主观能动性，主动找准农耕文明与工业文明结合的路径，主动推动数字技术与农耕文化融合，主动整治不良传播现象，从而在按规律办事的基础上让农耕文明实现全新面貌。
10. 2026丰台一模 第21题（主观题）,inserted,141,28,129,161,0,SHORT_WITHOUT_POINT_MARKERS,尊重客观规律是发挥主观能动性的前提，发挥主观能动性是尊重规律的必要条件，二者要相结合。识变要求精准把握我国经济社会发展和中国式现代化的客观规律新变化；应变要求党在尊重规律基础上科学决策；求变要求在规律允许范围内主动开拓——把尊重客观规律与发挥主观能动性相结合贯穿识变应变求变全过程，是党在中国式现代化中把握战略主动的关键。
11. 2026丰台期末 第16题（主观题）,inserted,61,27,147,184,3,,①规律具有客观性，发挥主观能动性必须以尊重规律为前提。营造留白之美，不能任意制造空旷，而要尊重城市空间、生态宜居、审美比例和人的生活活动规律。②人在规律基础上可以主动作为，通过设计疏密、虚实、开合和尺度，让山林溪谷、高楼绿地、公共空间形成张弛有度的整体意境。③如果违背规律，过度留白会变成空旷无奈；只有在尊重客观规律基础上发挥设计智慧，留白才会服务生态宜居和精神审美。
12. 2025丰台二模 第21题（主观题）,legacy,152,25,231,279,0,,规律是客观的，不以人的意志为转移；同时，人具有主观能动性，能够认识和利用规律改造世界，把握客观规律与发挥主观能动性必须辩证统一。把握“势”的智慧，首先要顺应自然之势——都江堰分水溢洪引水设计、哈尼梯田分层引流木刻分水设计，皆是因循岷江水势、山地水势这一客观规律才造就千年灌区与人与自然和谐共生的典范；其次要建构时代之势——中国共产党推进全面从严治党、“一带一路”倡导构建人类命运共同体、中国式现代化创造人类文明新形态，是在认识时代发展规律基础上充分发挥主观能动性、主动塑造时代潮流
13. 2026延庆一模 第20题（主观题）,legacy,150,62,125,175,0,SHORT_WITHOUT_POINT_MARKERS,尊重客观规律是发挥主观能动性的前提，发挥主观能动性又是认识和利用规律的必要条件，二者要结合起来。我国长期向好的支撑条件和基本趋势没有变、四大优势更加彰显，是社会主义现代化进程的客观规律性体现；同时面对战略机遇与风险挑战并存的复杂局面，必须发挥主观能动性，不懈努力、接续奋斗——只有把尊重客观规律与发挥主观能动性相结合，才能在阶梯式递进中把握战略主动。
14. 2026门头沟一模 第21题（主观题）,inserted,156,31,113,157,0,SHORT_WITHOUT_POINT_MARKERS,尊重客观规律是发挥主观能动性的前提，发挥主观能动性是认识和利用规律的必要条件，二者要相结合。中国之所以能穿越经济周期、保持长期稳健增长，正是因为长期遵循经济社会发展规律，通过14个五年规划“一棒接着一棒跑”地发挥主观能动性，把规律性认识转化为长期稳定的国家治理模式——这是中国能为世界提供宝贵确定性的科学治理基础。
15. 2026顺义一模 第21题（主观题）,legacy,127,53,112,171,0,SHORT_WITHOUT_POINT_MARKERS,尊重客观规律是发挥主观能动性的前提，发挥主观能动性是认识和利用规律的必要条件，二者要相结合。“势”是事物发展的客观规律性趋势；运用“审势”智慧要求充分调查研究、深刻洞察百年变局、民族复兴全局与中国特色社会主义发展大势，把握客观规律；“乘势”“驭势”则要求在尊重规律基础上发挥主观能动性，准确识变、科学应变、主动求变，推动中国式现代化稳步前进。
