global_entry_no,source_label,bucket,second_level,core_point,year,district,exam_type,q_no,q_sub,overall_auto_status,paper_count,rubric_count,other_count,paper_statuses,rubric_statuses,q_in_paper,q_in_rubric,prompt_exact,prompt_match_fragment,prompt_match_score,score_match_fragment,score_match_score,surface_match_fragment,surface_match_score,paper_paths,rubric_paths,other_paths,prompt,score_layers,surface_sentence
33,2026朝阳一模Q20,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,2026,朝阳,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,阐述中国为什么能为全球发展注入稳定性和正能量,1.000,,0.000,推动贸易投资自由化便利化,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,中国扩大自贸朋友圈、优化人员和要素流动条件，推动贸易投资自由化便利化，为全球发展释放新空间。
34,2025丰台一模Q20北京“两区”通关创新,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,2025,丰台,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,说明北京“两区”建设的举措是如何助力开放型经济迈上新台阶的,0.007,,0.000,助力开放型经济迈上新台阶,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,,结合材料，运用《经济与社会》《当代国际政治与经济》知识，说明北京“两区”建设的举措是如何助力开放型经济迈上新台阶的。,,北京“两区”创新通关模式，降低跨境交易成本，提高货物通关效率，扩大货物贸易规模，推动贸易投资便利化，助力开放型经济迈上新台阶。
35,"2026房山一模Q19海南""一线放开""自由便利",经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,2026,房山,一模,19,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,"海南自贸港通过""一线放开""实施自由便利措施",0.003,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港封关是如何助力国际循环的。,,"海南自贸港通过""一线放开""实施自由便利措施，降低通关成本、提高通关效率，促进货物和服务贸易升级，推动要素自由流动和资源优化配置，落实贸易投资自由化便利化，畅通国际循环消费端。"
36,2024海淀一模Q18(1),经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,2024,海淀,一模,18,1,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,促进贸易投资便利化,1.000,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx || /Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/补充材料/一模政治-答案.docx,,结合材料，运用《当代国际政治与经济》知识，预测上述举措对服务高水平对外开放的积极影响。（6分）,,扩大免签范围、简化签证手续和放宽口岸签证条件，有利于降低外国朋友来华商贸合作、访问交流、投资创业的成本，促进贸易投资便利化、自由化。
37,2026门头沟一模Q20——海南自贸港全岛封关的国内国际意义,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,2026,门头沟,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,为世界经济开放发展注入新活力,1.000,,0.000,促进贸易自由化便利化,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港全岛封关为何能为中国经济发展注入新动能、为世界经济开放发展注入新活力。,,"海南自贸港全岛封关扩大""零关税""商品范围、优化口岸管理并压缩通关项目，有利于降低企业成本，促进贸易自由化便利化。"
38,2025昌平二模Q21,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,2025,昌平,二模,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,说明上述举措对我国建设更高水平的开放型经济具有什么重要意义,1.000,,0.000,增强外资投资中国的信心,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,,结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）,,扩大免签、完善涉外资服务和激活双边投资促进机制，有利于便利各国人员往来，进一步加强经贸合作，增强外资投资中国的信心。
39,"2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",经济全球化,总：开放包容普惠平衡共赢方向,顺应经济全球化趋势，主动融入并推动深化,2026,延庆,一模,19,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,技术和标准层面进一步融入经济全球化进程,0.003,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,,"结合材料二，运用《当代国际政治与经济》知识，说明中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴。",,中国推动绿色能源国际合作，顺应经济全球化趋势，促进自身与共建国家在能源、产业、技术和标准层面进一步融入经济全球化进程。
40,2026门头沟一模Q20——海南自贸港全岛封关的国内国际意义,经济全球化,总：开放包容普惠平衡共赢方向,顺应经济全球化趋势，主动融入并推动深化,2026,门头沟,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,为世界经济开放发展注入新活力,1.000,,0.000,主动推动经济全球化向更深层次迈进,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港全岛封关为何能为中国经济发展注入新动能、为世界经济开放发展注入新活力。,,海南自贸港通过零关税商品扩围、加工增值免税销往内地和口岸申报便利化，把中国市场与世界市场更紧密地联结，主动推动经济全球化向更深层次迈进。
41,2024东城一模Q20,经济全球化,总：开放包容普惠平衡共赢方向,顺应经济全球化趋势，主动融入并推动深化,2024,东城,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,0,OCR_OK,OCR_OK;OK,True,True,False,运用经济的相关知识,1.000,,0.000,深入融入经济全球化,1.000,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx || /Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,,结合材料，运用经济的相关知识，分析我国的上述措施如何通过构建新发展格局助力经济高质量发展。,,我国主动对标国际规则、规制、管理和标准，推进制度型开放，深入融入经济全球化，推进高水平对外开放。
42,"2024朝阳期中Q20(3)""数字驱动商通全球""短评",经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2024,朝阳,期中,20,3,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,2,3,0,OK,OK,True,True,False,"以""数字驱动 商通全球""为主题撰写一篇短评",0.003,,0.000,推动经济全球化朝着更加开放,1.000,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf || /Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx || /Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx || /Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,,"结合材料，运用《当代国际政治与经济》知识，以""数字驱动 商通全球""为主题撰写一篇短评。",,我国办好全球数字贸易博览会，搭建数字经济领域开放合作平台，让发展中国家共享数字红利，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。
43,"2025东城一模Q20元首外交""精彩""之处",经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2025,东城,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,推动多边经贸合作朝着更加开放,0.002,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,,"结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的""精彩""之处。",,此次元首外交密集出席APEC、G20等近40场多边活动，达成60多项合作文件，推动多边经贸合作朝着更加开放、包容、普惠、平衡、共赢的方向发展。
44,2025延庆一模Q20(2),经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2025,延庆,一模,20,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,推动经济全球化朝着开放,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,,假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。,,中国通过链博会、自贸协定、基础设施互联互通和供应链数字化智能化推动开放合作，推动经济全球化朝着开放、包容、普惠、平衡、共赢的方向发展。
45,2025顺义一模Q20,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2025,顺义,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,推动经济全球化朝着开放包容普惠的方向发展,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,,“小而美”项目聚焦共建国家民生需求，促进当地经济社会发展和民心相通，推动经济全球化朝着开放包容普惠的方向发展。
46,2025昌平二模Q21,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2025,昌平,二模,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,说明上述举措对我国建设更高水平的开放型经济具有什么重要意义,1.000,,0.000,推动经济全球化发展,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,,结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）,,中国通过扩大重点领域开放、完善外资服务和打造“投资中国”品牌，推动经济全球化发展，使各国在开放合作中共享中国市场机遇。
47,2025西城一模Q21,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2025,西城,一模,21,,ISSUE_SCORE_LAYER_NOT_FOUND_AUTO,1,1,0,OK,OK,True,True,False,解释“我国的发展理念成为国际公共产品”这一现象,1.000,,0.000,推动经济全球化向更加开放,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,,（1）运用所学，解释“我国的发展理念成为国际公共产品”这一现象。（6分）（2）我国还提供了哪些国际公共产品？试举一例简要说明。（2分）,按设问分层：第(1)问6分；第(2)问2分。,共建“一带一路”为共建国家参与国际经济合作提供机遇，推动经济全球化向更加开放、包容、普惠、平衡、共赢的方向发展。
48,2026石景山二模Q18,经济全球化,总：开放包容普惠平衡共赢方向,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2026,石景山,二模,18,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,分析中国与东盟经贸合作能够提质升级的原因,1.000,,0.000,中国与东盟经贸合作能够提质升级,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,,结合材料，运用《当代国际政治与经济》的知识，分析中国与东盟经贸合作能够提质升级的原因。,,中国与东盟经贸合作能够提质升级，推动区域经济合作和开放发展，有利于推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。
