review_id,review_para,bucket,core,status,question,sentence,hit,same_group,missing_clause
202,1394,中国,全球发展倡议：以发展促繁荣（出现3次）,✅高度匹配,2024东城二模Q20,全球发展倡议通过共建“一带一路”、“小而美”项目和合作发展基金等合作援助，为世界发展合作开辟新空间、提供新机遇、注入新动力，增强发展中国家的发展内生动力，繁荣世界经济。,命中片段（23字）：发展合作开辟新空间、提供新机遇、注入新动力，增,（本题7分） | 中国：中国推动构建人类命运共同体；全球安全倡议：以安全保稳定；全球文明倡议：以文明增互信,
203,1399,中国,全球发展倡议：以发展促繁荣（出现3次）,⚠部分匹配,2026海淀二模Q20(2),全球发展倡议是中国面向国际社会提供的重要公共产品，通过合作理念和丰富实践推动各国共享发展机遇。,命中片段（6字）：全球发展倡议,（本题7分） | 时代背景：和平与发展仍是时代主题 | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观,
204,1405,中国,全球安全倡议：以安全保稳定（出现2次）,✅基本匹配,2026东城期末Q20,全球安全倡议以安全保稳定，倡导相互尊重、平等协商和安全互信，在维护和平中筑牢构建人类命运共同体的和平屏障。,命中片段（10字）：构建人类命运共同体的,政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观，在发展合作中共享机遇；四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体；全球发展倡议：以发展促繁荣；全球文明倡议：以文明增互信；全球治理倡议：以治理求公正；从中国主张到国际共识，从合作理念到共同行动,
205,1410,中国,全球安全倡议：以安全保稳定（出现2次）,✅高度匹配,2024东城二模Q20,全球安全倡议通过参与联合国维和行动、倡导处理南海问题双轨思路，主张在联合国宪章宗旨和原则下通过对话协商和平解决国际争端，以共赢思维应对安全挑战，推动建设持久和平、普遍安全的世界。,命中片段（29字）：，以共赢思维应对安全挑战，推动建设持久和平、普遍安全的世界,（本题7分） | 中国：中国推动构建人类命运共同体；全球发展倡议：以发展促繁荣；全球文明倡议：以文明增互信,
206,1416,中国,全球文明倡议：以文明增互信（出现2次）,✅基本匹配,2026东城期末Q20,全球文明倡议以文明增互信，倡导文明交流互鉴、平等包容文明观和全人类共同价值，为构建人类命运共同体提供精神纽带。,命中片段（9字）：构建人类命运共同体,政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观，在发展合作中共享机遇；四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体；全球发展倡议：以发展促繁荣；全球安全倡议：以安全保稳定；全球治理倡议：以治理求公正；从中国主张到国际共识，从合作理念到共同行动,
207,1421,中国,全球文明倡议：以文明增互信（出现2次）,✅基本匹配,2024东城二模Q20,面对不同文明交流碰撞甚至冲突日趋频繁，全球文明倡议通过民间外交、公共外交推动文明交流互鉴、传承创新，促进民心相通、各国人民相知相亲，建设开放包容的世界。,命中片段（11字）：，建设开放包容的世界。,（本题7分） | 中国：中国推动构建人类命运共同体；全球发展倡议：以发展促繁荣；全球安全倡议：以安全保稳定,面对不同文明交流碰撞甚至冲突日趋频繁
208,1428,中国,全球治理倡议：以治理求公正（出现1次）,✅基本匹配,2026东城期末Q20,全球治理倡议以治理求公正，推动完善全球治理、在公平治理中实现共赢，为构建人类命运共同体提供制度保障。,命中片段（10字）：在公平治理中实现共赢,政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观，在发展合作中共享机遇；四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体；全球发展倡议：以发展促繁荣；全球安全倡议：以安全保稳定；全球文明倡议：以文明增互信；从中国主张到国际共识，从合作理念到共同行动,
209,1434,中国,从中国主张到国际共识，从合作理念到共同行动（出现1次）,✅基本匹配,2026东城期末Q20,四大全球倡议通过共建“一带一路”、劝和促谈、文明对话和国际调解等实践，从中国主张走向国际共识，从合作理念走向共同行动，不断推动构建人类命运共同体。,命中片段（11字）：推动构建人类命运共同体,政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观，在发展合作中共享机遇；四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体；全球发展倡议：以发展促繁荣；全球安全倡议：以安全保稳定；全球文明倡议：以文明增互信；全球治理倡议：以治理求公正,
210,1440,中国,南南合作与全球南方共同发展（出现2次）,✅高度匹配,2025丰台二模Q20,中国作为世界上最大的发展中国家，是国际政治经济格局中一支重要力量，积极参与全球治理，为推动全球南方实现现代化发挥作用。,命中片段（59字）：中国作为世界上最大的发展中国家，是国际政治经济格局中一支重要力量，积极参与全球治理，为推动全球南方实现现代化发挥作用。,中国：中国推动构建人类命运共同体；中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者 | 联合国：维护《联合国宪章》宗旨和原则,
211,1445,中国,南南合作与全球南方共同发展（出现2次）,❌细则无支撑片段,2026顺义一模Q20,科技小院回应全球南方农业发展的共同利益，把中国农业技术、本土化人才培养和当地生产问题结合起来，从单一技术输出转向支持农业生态整体建设和协同创新，推动南南合作共赢共享。,命中片段（4字）：科技小院,时代背景：和平与发展仍是时代主题 | 理论：国家间共同利益是国家合作的基础 | 经济全球化：经济全球化方向：普惠、平衡、共赢 | 政治多极化：相互尊重、公平正义、合作共赢的新型国际关系；新型国际关系：合作共赢／互利共赢／共享发展成果 | 中国：贡献中国智慧、中国方案、中国力量；中国推动构建人类命运共同体；义利观（作为外交思想替换项）,把中国农业技术、本土化人才培养和当地生产问题结合起来；从单一技术输出转向支持农业生态整体建设和协同创新
212,1452,中国,中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者（出现1次）,✅高度匹配,2025丰台二模Q20,中国积极参与联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织，作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者。,命中片段（31字）：作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者。,中国：中国推动构建人类命运共同体；南南合作与全球南方共同发展 | 联合国：维护《联合国宪章》宗旨和原则,
213,1458,中国,中国推进绿色低碳转型并参与全球气候治理（出现1次）,⚠部分匹配,2026西城期末Q20,中国在积极减排的同时，实施《国家适应气候变化战略2035》，提升气候适应能力，推动气候减缓与适应协同发展，增强气候治理系统性，为发展中国家应对气候变化提供系统性方案。,命中片段（6字）：应对气候变化,（本题8分） | 政治多极化：共商共建共享的全球治理观 | 中国：贡献中国智慧、中国方案、中国力量；中国推进绿色低碳转型并参与全球气候治理；严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程；中国是负责任大国并勇于担当 | 【同题内分层2】 | （本题8分）,中国在积极减排的同时；提升气候适应能力；推动气候减缓与适应协同发展
214,1465,中国,严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程（出现1次）,✅基本匹配,2026西城期末Q20,中国严格落实《巴黎协定》要求，按每五年一次的机制向联合国提交国家自主贡献目标，在2015年、2020年两轮目标基础上于2025年继续更新2035年NDC目标，以实际行动维护全球气候治理多边进程。,命中片段（8字）：落实《巴黎协定》,（本题8分） | 政治多极化：共商共建共享的全球治理观 | 中国：贡献中国智慧、中国方案、中国力量；中国推进绿色低碳转型并参与全球气候治理；中国是负责任大国并勇于担当,按每五年一次的机制向联合国提交国家自主贡献目标
215,1472,中国,中国是负责任大国并勇于担当（出现5次）,⚠部分匹配,2026西城期末Q20,中国主动担当全球气候治理责任，于2025年11月向联合国提交《中国2035年国家自主贡献目标》，持续更新气候行动承诺，以实际行动展现负责任大国担当。,命中片段（6字）：全球气候治理,（本题8分） | 政治多极化：共商共建共享的全球治理观 | 中国：贡献中国智慧、中国方案、中国力量；中国推进绿色低碳转型并参与全球气候治理；严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程,持续更新气候行动承诺；以实际行动展现负责任大国担当
216,1478,中国,中国是负责任大国并勇于担当（出现5次）,✅高度匹配,2024丰台二模Q19,中国作为负责任大国，在面临气候变化挑战时积极承担责任，以实际行动参与全球环境治理，发挥建设性作用。,命中片段（17字）：中国作为负责任大国，在面临气候变化,（本题6分） | 政治多极化：共商共建共享的全球治理观；推动构建人类命运共同体 | 中国：贡献中国智慧、中国方案、中国力量,以实际行动参与全球环境治理
217,1484,中国,中国是负责任大国并勇于担当（出现5次）,✅高度匹配,2026丰台一模Q19,中国秉持人类命运共同体理念，坚持胸怀天下，携手各国落实联合国2030年可持续发展议程，在消除贫困、教育普及和卫生健康合作中做全球发展的贡献者，展现负责任大国的情怀和担当。,命中片段（32字）：理念，坚持胸怀天下，携手各国落实联合国2030年可持续发展议程，,理论：国家间共同利益是国家合作的基础 | 政治多极化：坚持共商共建共享的全球治理观；积极践行真正的多边主义 | 中国：中国推动构建人类命运共同体；坚持正确义利观 | 联合国：落实联合国2030年可持续发展议程,
218,1489,中国,中国是负责任大国并勇于担当（出现5次）,✅基本匹配,2025顺义一模Q20,中国通过中老铁路安居村、“200口井”和援建牙买加中国园林等“小而美”项目改善当地民生，彰显大国担当和负责任大国形象。,命中片段（8字）：牙买加中国园林等,经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化；推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展；民心相通与文明互鉴；聚焦发展中国家紧迫需求，以灵活快速的小而美项目,
219,1494,中国,中国是负责任大国并勇于担当（出现5次）,❌细则无支撑片段,2026门头沟一模Q21,中国坚持大国担当，是150多个国家和地区的主要贸易伙伴，并通过对外投资为东道国贡献3000多亿美元税收，以自身开放发展为世界经济提供稳定预期和发展确定性。,命中片段（4字）：大国担当,（本题10分） | 经济全球化：互利共赢的开放战略 | 政治多极化：推动构建人类命运共同体,是150多个国家和地区的主要贸易伙伴；并通过对外投资为东道国贡献3000多亿美元税收；以自身开放发展为世界经济提供稳定预期和发展确定性
220,1501,中国,坚持独立自主、自力更生，增强发展主动权（出现1次）,❌细则无支撑片段,2024朝阳一模Q21,面对“小院高墙”和经贸科技交流政治化，中国应坚持独立自主，增强自主创新能力，实现关键核心技术自主可控，把发展主动权牢牢掌握在自己手中。,命中片段（4字）：自主创新,时代背景：百年变局与外部风险挑战 | 经济全球化：利用两个市场两种资源优化全球资源配置；深度参与全球产业分工合作，畅通国内国际双循环 | 政治多极化：推动构建人类命运共同体 | 中国：坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局；中国综合国力、国际地位和话语权提升；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则,面对“小院高墙”和经贸科技交流政治化；中国应坚持独立自主；实现关键核心技术自主可控
221,1508,中国,聚焦发展中国家紧迫需求，以灵活快速的小而美项目形成共同发展品牌（出现1次）,✅基本匹配,2025顺义一模Q20,“小而美”项目聚焦发展中国家紧迫需求，灵活实施、快速响应基层社区需求，规模小更易统筹和推广，因而能够形成国际发展合作品牌和共同发展目标。,命中片段（11字）：聚焦发展中国家紧迫需求,经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化；推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展；民心相通与文明互鉴；中国是负责任大国并勇于担当,
222,1514,中国,理念蕴含普遍价值，能够形成共识、促成合作和发展、应对全人类共同问题和共同挑战（出现1次）,⚠部分匹配,2025西城一模Q21,我国发展理念经深圳、安吉、宁德、十八洞村等实践检验并被全球南方国家学习借鉴，因其蕴含普遍价值，能够回应全人类共同问题和共同挑战，推动各国形成共识并开展合作发展，所以能够成为国际公共产品。,命中片段（7字）：全人类共同问题,（本题8分） | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 中国：贡献中国智慧、中国方案、中国力量,所以能够成为国际公共产品
223,1521,中国,推动构建中拉命运共同体（出现1次）,✅高度匹配,2026丰台期末Q20（中拉命运共同体）,"中拉""五大工程""覆盖团结、发展、文明、和平、民心五大领域，扩大中拉利益汇合点，推动构建中拉命运共同体新篇章。",命中片段（14字）：团结、发展、文明、和平、民心,（本题8分） | 经济全球化：维护开放合作的国际经济环境 | 中国：共同落实全球发展倡议 | 联合国：坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序 | 其他：维护以世界贸易组织为核心的多边贸易体制；维护全球产业链供应链稳定畅通,
224,1527,中国,共同落实全球发展倡议（出现1次）,✅基本匹配,2026丰台期末Q20（全球发展倡议）,"中拉双方在""发展工程""中共同落实全球发展倡议，把中国发展合作主张与拉美现代化目标对接，推动双方共享发展机遇。",命中片段（11字）：共同落实全球发展倡议，,（本题8分） | 经济全球化：维护开放合作的国际经济环境 | 中国：推动构建中拉命运共同体 | 联合国：坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序 | 其他：维护以世界贸易组织为核心的多边贸易体制；维护全球产业链供应链稳定畅通,把中国发展合作主张与拉美现代化目标对接；推动双方共享发展机遇
225,1534,中国,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性（出现1次）,✅高度匹配,2025朝阳期末Q21中国特色大国外交营造良好外部环境（外部文化与国际舆论环境）,中国尊重世界文明多样性，以文明交流超越文明隔阂、以文明互鉴超越文明冲突、以文明共存超越文明优越，为中国式现代化营造良好的外部文化和国际舆论环境。,命中片段（15字）：中国式现代化营造良好的外部文化,时代背景：和平与发展仍是时代主题 | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：推动国际关系民主化；相互尊重、公平正义、合作共赢的新型国际关系；世界多极化与全球南方联合自强；反对单边主义、霸权主义和强权政治；建设以合作共赢为核心的新型国际关系，坚持共商共建共享观念，坚持胸怀天下，借鉴吸收人类一切优秀文明成果；推动国际关系民主化，推动全球治理体系变革完善,
226,1540,中国,展现大国责任担当（出现1次）,✅基本匹配,2026西城二模Q19(1),中国积极参与全球数据治理，贡献数字发展经验和治理方案，展现负责任大国的责任担当。,命中片段（8字）：参与全球数据治理,（本题6分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：共商共建共享的全球治理观；推动国际秩序和全球治理体系更加公正合理,贡献数字发展经验和治理方案
227,1548,联合国,维护《联合国宪章》宗旨和原则（出现3次）,✅高度匹配,2026通州期末Q20,全球治理倡议精神内涵同联合国宪章宗旨和原则一脉相承，符合《联合国宪章》。,命中片段（20字）：精神内涵同联合国宪章宗旨和原则一脉相承，,（本题8分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化；推动构建人类命运共同体 | 中国：贡献中国智慧、中国方案、中国力量,
228,1553,联合国,维护《联合国宪章》宗旨和原则（出现3次）,✅高度匹配,2025海淀二模Q21,中国坚定维护以联合国为核心的国际体系，维护《联合国宪章》宗旨和原则，并以安理会轮值主席等实际行动支持联合国工作。,命中片段（16字）：坚定维护以联合国为核心的国际体系,中国：坚持正确义利观；世界上最大的发展中国家 / 国际政治经济格局中的重要力量 | 联合国：联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用；联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台 | 其他：中国作为联合国创始会员国 / 安理会常任理事国,
229,1558,联合国,维护《联合国宪章》宗旨和原则（出现3次）,✅高度匹配,2025丰台二模Q20,中国作为联合国常任理事国，遵守《联合国宪章》宗旨原则，践行多边主义，维护多边体制的权威性和有效性。,命中片段（49字）：中国作为联合国常任理事国，遵守《联合国宪章》宗旨原则，践行多边主义，维护多边体制的权威性和有效性。,中国：中国推动构建人类命运共同体；南南合作与全球南方共同发展；中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者,
230,1564,联合国,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用（出现2次）,✅高度匹配,2025海淀二模Q21,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，是实践多边主义的最佳场所，在维护世界和平、推动共同发展和促进人类文明进步中发挥重要作用。,命中片段（29字）：联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织,中国：坚持正确义利观；世界上最大的发展中国家 / 国际政治经济格局中的重要力量 | 联合国：维护《联合国宪章》宗旨和原则；联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台 | 其他：中国作为联合国创始会员国 / 安理会常任理事国,
231,1569,联合国,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用（出现2次）,✅高度匹配,2025丰台二模Q21（联合国地位）,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，在维护世界和平、推动共同发展、促进人类文明进步等方面发挥重要作用，因此中国需要借助联合国开展多边合作。,命中片段（58字）：联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，在维护世界和平、推动共同发展、促进人类文明进步等方面发挥,联合国：联合国对中国的对外开放和现代化事业作出了独特贡献，成为中国开展多边合作的主要舞台；中国作为联合国创始会员国和安理会常任理事国；为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用,
232,1575,联合国,联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台（出现2次）,✅高度匹配,2025海淀二模Q21,联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台，为中国参与全球治理创造良好外部环境。,命中片段（20字）：独特贡献，成为中国开展多边合作的主要舞台,中国：坚持正确义利观；世界上最大的发展中国家 / 国际政治经济格局中的重要力量 | 联合国：维护《联合国宪章》宗旨和原则；联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用 | 其他：中国作为联合国创始会员国 / 安理会常任理事国,
233,1580,联合国,联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台（出现2次）,✅高度匹配,2025丰台二模Q21（联合国对中国独特贡献）,联合国对中国的对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台。,命中片段（21字）：独特贡献，成为中国开展多边合作的主要舞台。,联合国：联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织；中国作为联合国创始会员国和安理会常任理事国；为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用,
234,1586,联合国,落实联合国2030年可持续发展议程（出现1次）,✅高度匹配,2026丰台一模Q19,中国在消除贫困、教育普及和卫生健康等领域成就举世瞩目，并通过减贫国际合作、教育合作和卫生健康经验分享，推动全球可持续发展事业。,命中片段（25字）：在消除贫困、教育普及和卫生健康等领域成就举世瞩目，,理论：国家间共同利益是国家合作的基础 | 政治多极化：坚持共商共建共享的全球治理观；积极践行真正的多边主义 | 中国：中国推动构建人类命运共同体；中国是负责任大国并勇于担当；坚持正确义利观 | 联合国：落实联合国2030年可持续发展议程 | 【同题内分层2】,
235,1592,联合国,中国作为联合国创始会员国和安理会常任理事国〔以联合国为核心的国际体系参与角度〕（出现1次）,✅高度匹配,2025丰台二模Q21（中国身份）,中国作为联合国创始会员国和安理会常任理事国，积极参与联合国各项工作，坚定维护以联合国为核心的国际体系，为联合国事业提供重要支撑。,命中片段（29字）：中国作为联合国创始会员国和安理会常任理事国，积极参与联合国,联合国：联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织；联合国对中国的对外开放和现代化事业作出了独特贡献，成为中国开展多边合作的主要舞台；为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用,
236,1598,联合国,为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用（出现1次）,✅高度匹配,2025丰台二模Q21（中国对联合国反向支撑）,中国推动多边合作机制的完善和发展，为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用。,命中片段（55字）：中国推动多边合作机制的完善和发展，为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用。,联合国：联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织；联合国对中国的对外开放和现代化事业作出了独特贡献，成为中国开展多边合作的主要舞台；中国作为联合国创始会员国和安理会常任理事国,
237,1604,联合国,坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序（出现1次）,✅高度匹配,2026丰台期末Q20（联合国为核心的国际体系）,"中拉双方在""团结工程""中坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序，在国际和地区事务中发出共同声音。",命中片段（30字）：坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序，,（本题8分） | 经济全球化：维护开放合作的国际经济环境 | 中国：推动构建中拉命运共同体；共同落实全球发展倡议 | 其他：维护以世界贸易组织为核心的多边贸易体制；维护全球产业链供应链稳定畅通,
