paragraph,module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,card_path,材料触发点,设问,为什么能想到,答案落点,同题组,prompt_check,answer_check,think_check,samegroup_check,qa_flags
553,理论,国家安全,维护国家利益是主权国家对外活动的出发点和落脚点,10,2026延庆一模Q19(2),"——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026_延庆_一模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_延庆_一模_Q19_2.md,题面写中国与共建国家围绕绿色能源开发、技术合作、绿色基建联动，构成绿色发展上的共同需求；设问问理论逻辑，必须先给出合作成立的理论解释。,结合材料二，运用《当代国际政治与经济》知识，说明中国“推动重塑全球能源治理格局”的理论逻辑和价值意蕴。,,中国在维护自身能源安全与发展利益的基础上推动全球能源治理，将维护国家利益作为对外活动的出发点和落脚点。,,PARTIAL,NO_MATCH,EMPTY,OK,MISSING_WHY
563,理论,国家安全,维护国家利益是主权国家对外活动的出发点和落脚点,11,2025延庆一模Q20(2),"外交部发言人回应""脱钩断链""",2025_延庆_一模_Q20_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_延庆_一模_Q20_2.md,"材料二中个别国家鼓噪""脱钩断链""和供应链""去风险""，与近70个国家和地区企业到链博会寻找""链""通中外方案形成对照；要论证供应链合作的正当性，必须用时代主题判定""合作""才是符合潮流的方向，""脱钩""违背潮流。",假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。,,维护国家利益是主权国家对外活动的出发点和落脚点，中国在追求本国利益时兼顾他国合理关切，实现互利共赢。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
577,经济全球化,国：成员国和相关国家发展,共享经济全球化成果，促进世界经济共同繁荣,1,2026朝阳期末Q20,,2026_朝阳_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期末_Q20.md,材料要求从中国特色大国外交的世界意义作答，经济维度不仅需要说明开放合作，还需要说明共享成果和共同繁荣。,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。,中国对外开放、共建“一带一路”和维护多边贸易体制都不是单方获利，而是让合作各方共享发展机遇。解释主动作为的价值，要把开放合作的结果指向共同繁荣。先说明中国维护开放合作，再写经济全球化成果共享，最后接到缩小发展差距、促进世界经济共同繁荣。,中国推动经济全球化成果共享，有利于让更多国家分享开放合作机遇，缩小发展差距，促进世界经济共同繁荣。,（本题8分）,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
588,经济全球化,国：成员国和相关国家发展,共享经济全球化成果，促进世界经济共同繁荣,2,2024朝阳期中Q20(3),"""数字驱动商通全球""短评",2024_朝阳_期中_Q20_3,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_期中_Q20_3.md,"数贸会一方面汇集数字首发首秀新产品并促进数字科技产品贸易（开放、创新），另一方面通过""智慧非洲""展台让非洲国家共享中国市场和数字红利（包容、普惠），并通过双向签约形成共赢；整体合力呈现的是数字贸易领域的开放、包容、普惠、平衡、共赢方向。","结合材料，运用《当代国际政治与经济》知识，以""数字驱动 商通全球""为主题撰写一篇短评。",,中国数字平台搭建全球贸易桥梁，让世界共享中国发展新机遇，推动经济全球化朝普惠、平衡、共赢方向发展。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
595,经济全球化,国：成员国和相关国家发展,共享经济全球化成果，促进世界经济共同繁荣,3,2026门头沟一模Q20,——海南自贸港全岛封关的国内国际意义,2026_门头沟_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_门头沟_一模_Q20.md,"题面列举零关税税目扩大、口岸管理优化、压缩""二线""出岛申报项目等具体机制；设问要分析国内意义，封关机制直接降低企业贸易成本。",结合材料，运用《当代国际政治与经济》知识，分析海南自贸港全岛封关为何能为中国经济发展注入新动能、为世界经济开放发展注入新活力。,,全岛封关扩大市场准入、稳定全球产业链供应链，让世界共享中国发展机遇，促进世界经济开放发展与共同繁荣。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
613,经济全球化,环：经济环节与要素流动,处理好自力更生和对外开放的关系，参与经济全球化和国际分工,2,2026东城一模Q19(3),,2026_东城_一模_Q19_3,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_一模_Q19_3.md,题目追问高水平开放与产业链韧性的关系，北京借助“两区”建设、国际科创交流和开放型经济平台接入全球创新资源，体现开放对未来产业韧性的支撑。,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。（8分）,,"北京既扩大高水平对外开放、积极参与全球产业链合作,又强化关键核心技术自主可控,实现自力更生与对外开放的有机统一。",,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
631,经济全球化,配：资源配置,促进全球资源优化配置和国际贸易发展,2,2024朝阳期中Q20(3),"""数字驱动商通全球""短评",2024_朝阳_期中_Q20_3,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_期中_Q20_3.md,"数贸会一方面汇集数字首发首秀新产品并促进数字科技产品贸易（开放、创新），另一方面通过""智慧非洲""展台让非洲国家共享中国市场和数字红利（包容、普惠），并通过双向签约形成共赢；整体合力呈现的是数字贸易领域的开放、包容、普惠、平衡、共赢方向。","结合材料，运用《当代国际政治与经济》知识，以""数字驱动 商通全球""为主题撰写一篇短评。",,博览会汇集全球先进数字产品、促进相互投资贸易，实现资源优化配置，推动新技术研发应用和国际贸易发展。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
638,经济全球化,配：资源配置,促进全球资源优化配置和国际贸易发展,3,2024海淀一模Q18(1),,2024_海淀_一模_Q18_1,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_海淀_一模_Q18_1.md,免签、互免签证、简化签证手续和口岸签证便利化直接降低中外人员商贸往来成本，题目追问对开放的积极影响时，应先转化为贸易投资便利化和自由化。,结合材料，运用《当代国际政治与经济》知识，预测上述举措对服务高水平对外开放的积极影响。（6分）,,便利外国朋友来华，吸引全球资源要素流动，促进国际贸易、推动全球资源优化配置，激发经济发展活力。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
644,经济全球化,配：资源配置,促进全球资源优化配置和国际贸易发展,4,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。",结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,中国以制度型开放促进人才、商品、服务和生产要素在全球范围内流动，优化全球资源配置、带动国际贸易发展，注入正能量。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
713,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,7,2024朝阳期中Q20(3),"""数字驱动商通全球""短评",2024_朝阳_期中_Q20_3,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_期中_Q20_3.md,"数贸会一方面汇集数字首发首秀新产品并促进数字科技产品贸易（开放、创新），另一方面通过""智慧非洲""展台让非洲国家共享中国市场和数字红利（包容、普惠），并通过双向签约形成共赢；整体合力呈现的是数字贸易领域的开放、包容、普惠、平衡、共赢方向。","结合材料，运用《当代国际政治与经济》知识，以""数字驱动 商通全球""为主题撰写一篇短评。",,数字贸易博览会搭建交流合作平台，促进数字经济领域投资和贸易自由化便利化，为各国企业创造有利机遇。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
720,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,8,2025东城一模Q20,,2025_东城_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_一模_Q20.md,此次出访中，中国同秘鲁签署自贸协定升级议定书和共建“一带一路”合作规划，并在11天内达成60多项合作文件，说明相关国家围绕贸易合作、区域合作和发展议题存在共同利益。,结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的“精彩”之处。,,此行签署自贸协定、深化“一带一路”合作，以共同利益为基础推进贸易自由化便利化，实现互利共赢。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
729,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,9,2025西城二模Q19(2),,2025_西城_二模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_二模_Q19_2.md,对最不发达国家实行零关税，直接降低其进入中国市场的制度性成本，体现贸易自由化和普惠包容的经济全球化方向。,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。,,我国对最不发达国家实行零关税、开放广阔中国市场，推进贸易自由化便利化，建设开放型世界经济。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
737,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,10,2025东城期末Q20,——评价欧盟对中国新能源汽车征收临时反补贴税,2025_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_期末_Q20.md,"题面写中方坚决反对欧方临时反补贴税并多次提出建设性解决方案；设问需要说明认识短文，谈到中国态度必须把""维护本国利益""明确写出。",运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。,,我国新能源汽车走向世界，推进贸易和投资自由化便利化，促进国际贸易、为世界经济注入活力。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
746,经济全球化,贸资：贸易投资自由化便利化,推进贸易和投资自由化便利化,11,2026石景山一模Q20,,2026_石景山_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_一模_Q20.md,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作；亚太各国能在这些方向上联动合作，前提是它们具有相互交织的共同利益。",运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。,,中国坚持世贸组织基本原则、破除贸易壁垒，推进贸易投资自由化便利化，助推亚太开放合作。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
