atom_id,bucket,core_point,expression_variant,source_question,scoring_position,evidence_level,source_boundary,material_trigger_fusion,answer_sentence_fusion,merge_action,boundary_note,promotion_status,source_ledger_refs,_file,final_bucket,final_core_cluster
ATOM-C14,联合国,联合国地位和作用,最具普遍性、代表性和权威性的政府间国际组织；集体安全机制核心；实践多边主义最佳场所；三大支柱,2025海淀二模 Q21,中国需要联合国第1点2分任意两条,P1_structured_scoring_answer_plus_P0_marking_record_support,structured_scoring_answer_docx_plus_marking_record,材料一用粮食安全、儿童、健康、气候和和平安全等数据呈现联合国全球作用，论证中国为什么需要联合国。,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，是集体安全机制的核心和实践多边主义的最佳场所，能够通过发展与和平、人权三大支柱推动全球治理。,new_core_UN,not_pure_P0_frequency,candidate_with_fixes,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036;2025海淀二模_Q21_SRC_203635b75b25,scoring_atom_table_batch02.csv,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份
ATOM-C15,联合国,联合国对中国的对外开放和现代化事业作出了独特贡献，成为中国开展多边合作的主要舞台,提供平台；创造良好外部环境；中国也是受益者,2025海淀二模 Q21,中国需要联合国第2点1分,P1_structured_scoring_answer_plus_P0_marking_record_support,structured_scoring_answer_docx_plus_marking_record,题目中的中国需要联合国，要说明联合国怎样为中国参与国际事务、开展多边合作和推进现代化提供平台与外部环境。,联合国为中国对外开放和现代化事业提供重要平台与良好外部环境，成为中国开展多边合作的主要舞台。,new_core_UN,meaning_understanding_not_verbatim_required,candidate_with_fixes,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036,scoring_atom_table_batch02.csv,联合国,联合国对中国的对外开放和现代化事业作出了独特贡献，成为中国开展多边合作的主要舞台
ATOM-C16,中国,中国作为联合国创始会员国/安理会常任理事国；世界上最大的发展中国家/国际政治经济格局中的重要力量,中国的联合国身份；中国国际格局地位,2025海淀二模 Q21,联合国需要中国第1点中国地位1分,P1_structured_scoring_answer_plus_P0_marking_record_support,structured_scoring_answer_docx_plus_marking_record,论证联合国也需要中国时，材料写中国代表第一个签署联合国宪章和中国在联合国的长期贡献，触发中国身份和地位。,中国作为联合国创始会员国和安理会常任理事国，同时是世界上最大的发展中国家、国际政治经济格局中的重要力量，能够为联合国事业和全球治理提供重要支持。,merge_with_China_status_core,not_pure_P0_frequency,candidate_with_fixes,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036;2025海淀二模_Q21_SRC_203635b75b25,scoring_atom_table_batch02.csv,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份
ATOM-C17,联合国,坚定维护以联合国为核心的国际体系；维护《联合国宪章》宗旨和原则,支持联合国工作；支持联合国改革,2025海淀二模 Q21,联合国需要中国第2点1分,P1_structured_scoring_answer_plus_P0_marking_record_support,structured_scoring_answer_docx_plus_marking_record,材料二写中国担任安理会轮值主席，推动弥合分歧、建立共识、提升效率，体现中国支持联合国体系和宪章原则。,中国坚定维护以联合国为核心的国际体系，维护《联合国宪章》宗旨和原则，并以建设性行动支持联合国改革和安理会工作。,merge_with_M04_UN_charter,not_pure_P0_frequency,candidate_with_fixes,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036,scoring_atom_table_batch02.csv,联合国,《联合国宪章》宗旨和原则
ATOM-C18,中国,贡献中国智慧和中国方案,完善全球治理；构建新型国际关系；全人类共同价值；正确义利观；构建人类命运共同体,2025海淀二模 Q21,联合国需要中国第3点1分,P1_structured_scoring_answer_plus_P0_marking_record_support,structured_scoring_answer_docx_plus_marking_record,材料二写中国以负责任、建设性态度参与联合国事务，反映全球南方声音、推动停火止战和恢复和平，要求回答中国为联合国事业贡献什么。,中国以负责任、建设性态度参与联合国事务，反映全球南方声音，推动完善全球治理、构建新型国际关系和人类命运共同体，为联合国贡献中国智慧和中国方案。,merge_with_M07_and_crossrefs,avoid_duplicate_count_with_variants_same_point,candidate_with_fixes,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036,scoring_atom_table_batch02.csv,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系
ATOM-C19,中国,人类命运共同体、中国智慧中国方案,综合短文可选知识：人类命运共同体；中国智慧中国方案,2025海淀期末 Q22,教师研修PPT slide61-62可选知识,P2_teaching_lecture_with_q22_rubric,teacher_training_ppt_optional_knowledge,综合短文不固定要求选必一；只有当愚公移山精神被上升为中国面对共同挑战、推动世界互联互通的价值时，才触发该可选角度。,“愚公移山”体现团结奋斗、迎难而上的精神，中国以此推动构建人类命运共同体，贡献中国智慧和中国方案。,P2_optional_variant_only,not_mandatory_not_P0_frequency,candidate_with_fixes,2025海淀期末_Q22_SRC_61b68f14212d;2025海淀期末_Q22_SRC_1bd40d845040,scoring_atom_table_batch02.csv,中国,推动构建人类命运共同体
ATOM-D01,中国,积极参与全球气候治理，做全球气候治理的建设者、引领者和负责任大国,建设者；引领者；做负责任的大国,2026西城期末 Q20,角度一“中国实践是什么”第1点1分,P0_formal_scoring_rule_visual,formal_scoring_pdf_visual_prompt_support_separate,题目问参与全球气候治理的中国实践，材料写中国向联合国提交2035年NDC目标并总结气候行动进展，触发中国在全球气候治理中的角色定位。,中国积极参与全球气候治理，是全球气候治理的建设者、引领者，展现负责任大国担当。,merge_with_china_responsibility_global_governance,climate_governance_trigger_required_not_generic_slogan,candidate_with_fixes,2026西城期末_Q20_SRC_0eccc84583b5,scoring_atom_table_batch03.csv,中国,中国作为负责任大国积极参与全球治理并推动全球南方现代化
ATOM-D02,中国,坚持绿色发展理念，发挥有为政府和有效市场作用推进绿色低碳转型,坚持绿色发展；新发展理念；有为政府+有效市场,2026西城期末 Q20,角度一“中国实践是什么”第2点1分,P0_formal_scoring_rule_visual,formal_scoring_pdf_visual_prompt_support_separate,NDC表格呈现能源结构、碳汇、减排、绿色交通、市场机制和气候适应等实践，要求把具体治理行动概括为绿色发展和治理机制。,中国围绕能源结构、碳汇、减排、绿色交通、市场机制和气候适应推进NDC目标，坚持绿色发展理念，发挥有为政府和有效市场作用。,boundary_practice_support_only,not_in_xuanbiyi_core_term_frequency_not_in_six_bucket_student_core,boundary_only,2026西城期末_Q20_SRC_0eccc84583b5,scoring_atom_table_batch03.csv,中国,坚持绿色发展理念，发挥有为政府和有效市场作用推进绿色低碳转型
ATOM-D03,时代背景,和平、发展、合作、共赢是时代潮流；气候变化属于全球性非传统安全威胁,和平发展合作共赢是时代潮流；非传统安全威胁,2026西城期末 Q20,角度二“为什么参与”4选3第1项1分,P0_formal_scoring_rule_visual,formal_scoring_pdf_visual_prompt_support_separate,材料把NDC置于巴黎协定和全球气候治理框架下，说明气候变化不是单一国家内部问题，而是需要合作应对的全球治理问题。,气候变化是需要各国共同应对的全球性问题，中国参与气候治理顺应和平、发展、合作、共赢的时代潮流。,merge_with_M01_as_contextual_variant,optional_group_4_choose_3_do_not_split_nontraditional_security_frequency,candidate_with_fixes,2026西城期末_Q20_SRC_0eccc84583b5,scoring_atom_table_batch03.csv,中国,国际发展合作、南南合作与“小而美”项目
ATOM-D04,理论,共同利益是国家合作的基础,共同利益,2026西城期末 Q20,角度二“为什么参与”4选3第2项1分,P0_formal_scoring_rule_visual,formal_scoring_pdf_visual_prompt_support_separate,全球气候治理关系各国生存发展和可持续发展，材料中的NDC与巴黎协定体现各方共同利益。,气候治理关乎各国共同利益，中国参与全球气候治理回应共同挑战，也为国际合作提供现实基础。,merge_with_M18_common_interests,optional_group_4_choose_3_do_not_merge_with_correct_yiliguan,candidate_with_fixes,2026西城期末_Q20_SRC_0eccc84583b5,scoring_atom_table_batch03.csv,理论,国家间共同利益是国家合作的基础
ATOM-D05,中国,以人类命运共同体理念、全人类共同价值、正确义利观、共商共建共享、真正的多边主义和互利共赢参与全球治理,命运共同体；全人类共同价值；正确义利观；共商共建共享；践行真正的多边主义；坚持互利共赢,2026西城期末 Q20,角度二“为什么参与”4选3第3项1分,P0_formal_scoring_rule_visual,formal_scoring_pdf_visual_prompt_support_separate,材料将中国NDC放入联合国、巴黎协定和全球气候治理语境，触发中国全球治理理念与合作观。,中国参与全球气候治理，体现人类命运共同体理念、全人类共同价值、正确义利观、共商共建共享和真正的多边主义，坚持互利共赢。,same_slot_once_update_china_concepts,main_bucket_china_crossref_political_multipolarity_and_UN_only;do_not_split_six_variants_frequency,candidate_with_fixes,2026西城期末_Q20_SRC_0eccc84583b5,scoring_atom_table_batch03.csv,政治多极化,共商共建共享的全球治理观
ATOM-D06,中国,自觉履行国际义务，遵循国际法，承担国际责任,履行国际义务；遵循国际法；承担国际责任,2026西城期末 Q20,角度二“为什么参与”4选3第4项1分,P0_formal_scoring_rule_visual,formal_scoring_pdf_visual_prompt_support_separate,题干说明NDC是巴黎协定核心且缔约方每五年提交行动目标，中国提交2035目标体现对国际机制和国际承诺的履行。,中国向联合国提交并落实NDC目标，是自觉履行国际义务、遵循国际法、承担国际责任的表现。,new_or_update_china_responsibility_group,optional_group_4_choose_3_separate_from_value_concept_slot_D05,candidate_with_fixes,2026西城期末_Q20_SRC_0eccc84583b5,scoring_atom_table_batch03.csv,中国,自觉履行国际义务，遵循国际法，承担国际责任
ATOM-D07,中国,促进全球可持续发展，建设清洁世界,促进全球可持续发展；建设清洁世界,2026西城期末 Q20,角度三“效果怎么样”第1点1分,P0_formal_scoring_rule_visual,formal_scoring_pdf_visual_prompt_support_separate,NDC目标覆盖能源、碳汇、减排、交通、市场机制和适应气候变化，材料指向全球生态文明和可持续发展效果。,中国气候治理实践有利于促进全球可持续发展，推动建设清洁美丽世界。,answer_result_expression,not_independent_high_frequency_core_unless_later_P0_repeats_as_reusable_core,result_expression_only,2026西城期末_Q20_SRC_0eccc84583b5,scoring_atom_table_batch03.csv,中国,促进全球可持续发展，建设清洁世界
ATOM-D08,联合国,维护联合国在国际事务中的核心作用，完善全球治理体系,维护联合国的核心作用；完善全球治理体系,2026西城期末 Q20,角度三“效果怎么样”第2点1分,P0_formal_scoring_rule_visual,formal_scoring_pdf_visual_prompt_support_separate,材料写中国向联合国提交NDC，NDC又属于巴黎协定核心安排，触发联合国核心作用和全球治理体系。,中国参与全球气候治理有利于维护联合国在国际事务中的核心作用，推动完善全球治理体系。,merge_with_M04_M19_UN_system,keep_UN_core_role_explicit_not_generic_multilateralism,candidate_with_fixes,2026西城期末_Q20_SRC_0eccc84583b5,scoring_atom_table_batch03.csv,联合国,维护联合国在国际事务中的核心作用，完善全球治理体系
ATOM-D09,中国,为全球治理贡献中国智慧和中国力量,贡献中国智慧；贡献中国力量,2026西城期末 Q20,角度三“效果怎么样”第3点1分,P0_formal_scoring_rule_visual,formal_scoring_pdf_visual_prompt_support_separate,中国提出NDC目标并推进低碳转型、市场机制和气候适应，说明中国用行动为全球气候治理提供方案和支撑。,中国以自身气候治理行动为全球治理贡献中国智慧和中国力量。,merge_with_M07_china_wisdom_solution,climate_governance_variant_avoid_duplicate_effect_frequency_with_D07,candidate_with_fixes,2026西城期末_Q20_SRC_0eccc84583b5,scoring_atom_table_batch03.csv,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系
