followup_id,suite_id,year,suite,question_no,issue_type,source_paths,evidence_excerpt,reason,required_action
S005_P01,S005,2024,2024海淀一模,17(2),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L395-L396设问限定'运用分析与综合的思维方法'；L26-L38细则三层均围绕'强调分析的重要性/强调综合的重要性/强调辩证思维（分析与综合的对立统一）'展开。,题干和细则明确限定使用《选择性必修三·逻辑与思维》'分析与综合'方法；细则虽提及'抓住主要矛盾''对立统一'等表述，但均依附于分析与综合方法论展开，不能独立作为必修四矛盾原理的给分口径。,标记为模块边界排除，不入必修四哲学框架。
S005_P02,S005,2024,2024海淀一模,18(2),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,"L433-L434设问'指出材料中得出""不想用""这一结论的过程运用了什么推理方法，并说明如何提高这种推理的可靠性'；L53-L58细则要点为'不完全归纳推理''扩大研究范围/求同法/求异法/共变法'。",题干和细则均限定在选必三逻辑（不完全归纳推理及其可靠性提升方法）范畴，未触发必修四哲学。,标记为模块边界排除，不入必修四哲学框架。
S005_P03,S005,2024,2024海淀一模,17(1),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L352-L353设问限定《经济与社会》知识；L74-L82细则给分角度为'现代化产业体系/乡村振兴/区域协调/高水平对外开放'。,题干明确限定经济与社会模块，细则给分点均为经济类，与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P04,S005,2024,2024海淀一模,17(3),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L411-L412设问限定《政治与法治》；L40-L49细则给分点为'法治政府/依法行政/服务型政府/监管/治理效能'，并明确'只写经济职能不给分'。,题干明确限定政治与法治模块，细则给分点均为政府治理与法治范畴，与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P05,S005,2024,2024海淀一模,18(1),module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L426-L427设问限定《当代国际政治与经济》；L51、L80-L82细则给分点为'贸易投资便利化、自由化''充分利用国内国际两种资源、两个市场''高水平对外开放'。,题干明确限定当代国际政治与经济模块，细则给分点均为对外开放范畴，与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P06,S005,2024,2024海淀一模,19,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L448设问限定《法律与生活》；L83-L87细则给分层次为'著作权/侵权/不正当竞争/激发创新'。,题干明确限定法律与生活模块，细则给分点为知识产权与不正当竞争法律范畴，与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P07,S005,2024,2024海淀一模,20,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L477-L485党史学习教育活动方案设计（活动主题1分/活动内容2分/设计依据6分）；L65-L96细则为开放式等级评分（水平4到水平1）。,党史学习教育活动方案设计题，等级评分细则未约束必修四哲学具体知识点，按要求不混入哲学框架。,标记为模块边界排除，不入必修四哲学框架。
S005_P08,S005,2024,2024海淀一模,1,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L160-L167长征精神/为民情怀/革命信仰/伟大斗争；L17：1．B（①③）。,正确肢围绕'以人民为中心的发展思想''赓续红色基因''伟大斗争'等思想政治/政党建设话语，未以必修四哲学框架展开。,标记为模块边界排除（思想政治），不入必修四哲学框架。
S005_P09,S005,2024,2024海淀一模,4,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L191-L221汉唐宋明纹样；L17：4．D（③④——演绎传统经典/中华文明传承的连续性/师法自然天人合一）。,正确肢围绕中华文明传承与装饰审美价值，属必修四'文化'板块（文化传承与中华文化特征），按要求纯文化题不混入哲学框架。,标记为模块边界排除（文化模块），不入必修四哲学框架。
S005_P10,S005,2024,2024海淀一模,6,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L231-L238选言推理/必要条件假言判断/完全归纳推理/逆向思维；L17：6．B（①④）。,正确肢均为选必三逻辑推理方法（选言推理、逆向思维等），与必修四哲学无关。,标记为模块边界排除（选必三逻辑），不入必修四哲学框架。
S005_P11,S005,2024,2024海淀一模,7,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L242-L247'不是XX买不起，而是XX更有性价比'判断类型识别；L17：7．C。,命题判断类型识别题，属选必三逻辑（联言/选言/假言判断），与必修四哲学无关。,标记为模块边界排除（选必三逻辑），不入必修四哲学框架。
S005_P12,S005,2024,2024海淀一模,8,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L248-L255司法建议/人民法院/'抓末端治已病、抓前端治未病'；L17：8．D。,题干和正确肢均落在政治与法治范畴（人民法院与社会治理），与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P13,S005,2024,2024海淀一模,9,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L256-L264北京市政协'会中办提案'/专门协商机构；L17：9．B（①③）。,题干和正确肢均落在政治与法治范畴（人民政协与协商民主），与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P14,S005,2024,2024海淀一模,10,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L265-L278劳动合同法第四十条/补充协议/解除劳动合同；L17：10．D。,题干和正确肢均落在法律与生活范畴（劳动合同），与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P15,S005,2024,2024海淀一模,11,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L282-L289足球场上侵权赔偿、民法公平原则、调解；L17：11．C（②③）。,题干和正确肢均落在法律与生活范畴（民事诉讼、民法公平原则、调解程序），与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P16,S005,2024,2024海淀一模,12,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L290-L297高铁'遛娃舱'/铁路企业服务/儿童友好；L17：12．B（①④）。,正确肢围绕铁路企业服务与儿童友好理念，属经济与社会范畴；'满足美好生活需要'未触发必修四哲学专有给分口径。,标记为模块边界排除，不入必修四哲学框架。
S005_P17,S005,2024,2024海淀一模,13,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L298-L303食用菌产业、土地流转、增收、按要素分配；L17：13．A（①②）。,题干和正确肢均落在经济与社会范畴（科技助农、按要素分配），与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P18,S005,2024,2024海淀一模,14,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L304-L310美国总统大选/两党政治；L17：14．D（③④）。,题干和正确肢均落在当代国际政治与经济范畴（资本主义政党制度、选举政治），与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S005_P19,S005,2024,2024海淀一模,15,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,L311-L322中巴建交50周年/双边外长级战略对话/农业机械化合作；L17：15．A。,题干和正确肢均落在当代国际政治与经济范畴（双边互利合作、共同发展），与必修四哲学无关。,标记为模块边界排除，不入必修四哲学框架。
S006_P01,S006,2024,2024海淀期中,1-21,module-boundary-excluded,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,L32-L40: 必修2 必修3 选择性必修1 合计 / 客观题题号 1-6 7-11 12-15 1-15 / 主观题题号 16（1）、17、20  18、19、21（1）  16（2）、21（2） 16-21 / 客观题分值 18 15 12 45 / 主观题分值 19 21 15 55 / 合计 37 36 27 100,细则首页结构表明全套卷模块构成为必修2（Q1-6、Q16(1)、Q17、Q20）、必修3（Q7-11、Q18、Q19、Q21(1)）、选必1（Q12-15、Q16(2)、Q21(2)），没有必修四哲学题号，也没有任何哲学口径的给分点。,整套卷整体边界排除，不进入必修四哲学框架；仅作模块外记录留存。
S006_P02,S006,2024,2024海淀期中,1-21,ocr-needed,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/试卷/试卷.pdf,L884-L905: [Page 1] JOEEJOEE / [Page 2] JOEEJOEE / [Page 3] JOEEJOEE / [Page 4] JOEEJOEE / [Page 5] JOEEJOEE / [Page 6] JOEEJOEE / [Page 7] JOEEJOEE / [Page 8] JOEEJOEE,试卷文本抽取结果全为JOEEJOEE占位符，无法获得原始题面；本套结论完全依赖细则中重述的题号、题干和给分点。,本套卷处于必修四哲学范围之外，无需为本任务追加OCR；若后续其他模块需要复用，再单独安排试卷重做OCR。
