rubric_atom_id,question_id,rubric_or_answer_phrase,evidence_type,evidence_level,plain_reward_description,related_material_atom_ids,what_expression_is_rewarded,what_judgment_student_must_make_before_writing,legal_knowledge_or_rule_if_explicit,value_expression_if_explicit,knowledge_material_value_type,can_be_written_without_material,source_locator,uncertainty
R_CC0025_2024_朝阳_二模_17_01,CC0025_2024_朝阳_二模_17,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,marking_report,formal,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_02,CC0137_2025_昌平_二模_20,（6 分） [slide 13] 关于AI作品权利归属问题，著作权法规定著作权人限于自然人、法人或非法人组织，AI不能成为著作权主体。,evaluation_standard,formal,（6 分） [slide 13] 关于AI作品权利归属问题，著作权法规定著作权人限于自然人、法人或非法人组织，AI不能成为著作权主体。,M_CC0137_2025_昌平_二模_20_17,（6 分） [slide 13] 关于AI作品权利归属问题，著作权法规定著作权人限于自然人、法人或非法人组织，AI不能成为著作权主体。,判断法律关系/行为性质/责任承担或程序路径(回源细化),著作权,,knowledge,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_03,CC0137_2025_昌平_二模_20,李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权。,evaluation_standard,formal,李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权。,M_CC0137_2025_昌平_二模_20_17,李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权。,判断法律关系/行为性质/责任承担或程序路径(回源细化),著作权,,knowledge+material,no,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_04,CC0137_2025_昌平_二模_20,刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权，属于侵权行为，应承担侵权责任。,evaluation_standard,formal,刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权，属于侵权行为，应承担侵权责任。,M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权，属于侵权行为，应承担侵权责任。,判断法律关系/行为性质/责任承担或程序路径(回源细化),侵权责任,,knowledge+material,no,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_05,CC0137_2025_昌平_二模_20,评分细则： ●著作权法规定著作权人限于自然人、法人或非法人组织，李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护。,evaluation_standard,formal,评分细则： ●著作权法规定著作权人限于自然人、法人或非法人组织，李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护。,M_CC0137_2025_昌平_二模_20_17,评分细则： ●著作权法规定著作权人限于自然人、法人或非法人组织，李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护。,判断法律关系/行为性质/责任承担或程序路径(回源细化),著作权,,knowledge+material,no,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_06,CC0137_2025_昌平_二模_20,（法律依据：法律保护著作权角度，1分。,evaluation_standard,formal,（法律依据：法律保护著作权角度，1分。,M_CC0137_2025_昌平_二模_20_17,（法律依据：法律保护著作权角度，1分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),著作权,,knowledge,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_07,CC0137_2025_昌平_二模_20,替代：著作权法规定著作权人对其作品享有广泛的权利） ●刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权（二选一，1分） ●能够结合材料说出李某虽然使用了ai，但具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权（围绕争议，结合材料论述），或鼓励创新（阐述意义）（1分）（言之成理即可得分，但不重复给分。,evaluation_standard,formal,替代：著作权法规定著作权人对其作品享有广泛的权利） ●刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权（二选一，1分） ●能够结合材料说出李某虽然使用了ai，但具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权（围绕争议，结合材料论述），或鼓励创新（阐述意义）（1分）（言之成理即可得分，但不重复给分。,M_CC0137_2025_昌平_二模_20_17,替代：著作权法规定著作权人对其作品享有广泛的权利） ●刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权（二选一，1分） ●能够结合材料说出李某虽然使用了ai，但具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权（围绕争议，结合材料论述），或鼓励创新（阐述意义）（1分）（言之成理即可得分，但不重复给分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),著作权,,knowledge+material,no,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_08,CC0137_2025_昌平_二模_20,） [slide 14] 双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合法有效，对双方均具有约束力。,evaluation_standard,formal,） [slide 14] 双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合法有效，对双方均具有约束力。,M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,） [slide 14] 双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合法有效，对双方均具有约束力。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_09,CC0137_2025_昌平_二模_20,小王使用信用卡透支且经催缴仍不还款的行为构成违约，违背了诚信原则和全面履行原则，应承担违约责任。,evaluation_standard,formal,小王使用信用卡透支且经催缴仍不还款的行为构成违约，违背了诚信原则和全面履行原则，应承担违约责任。,M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,小王使用信用卡透支且经催缴仍不还款的行为构成违约，违背了诚信原则和全面履行原则，应承担违约责任。,判断法律关系/行为性质/责任承担或程序路径(回源细化),违约责任,,knowledge,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_10,CC0137_2025_昌平_二模_20,评分细则： ●双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合同有效，对双方均具有约束力。,evaluation_standard,formal,评分细则： ●双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合同有效，对双方均具有约束力。,M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,评分细则： ●双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合同有效，对双方均具有约束力。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_11,CC0137_2025_昌平_二模_20,替代：合同体现了权利与义务相统一/公平原则/协商一致，等） ●小王使用信用卡透支且经催缴仍不还款的行为构成违约。,evaluation_standard,formal,替代：合同体现了权利与义务相统一/公平原则/协商一致，等） ●小王使用信用卡透支且经催缴仍不还款的行为构成违约。,M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,替代：合同体现了权利与义务相统一/公平原则/协商一致，等） ●小王使用信用卡透支且经催缴仍不还款的行为构成违约。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,公平,value,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_12,CC0137_2025_昌平_二模_20,（1分，替代：应承担违约责任） ●违背了诚信原则和全面履行原则，应承担违约责任。,evaluation_standard,formal,（1分，替代：应承担违约责任） ●违背了诚信原则和全面履行原则，应承担违约责任。,M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,（1分，替代：应承担违约责任） ●违背了诚信原则和全面履行原则，应承担违约责任。,判断法律关系/行为性质/责任承担或程序路径(回源细化),违约责任,,knowledge,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_13,CC0137_2025_昌平_二模_20,替代：体现了诚信的社会主义核心价值观/传统美德，但必须出诚信；,evaluation_standard,formal,替代：体现了诚信的社会主义核心价值观/传统美德，但必须出诚信；,M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,替代：体现了诚信的社会主义核心价值观/传统美德，但必须出诚信；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,value,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_14,CC0137_2025_昌平_二模_20,） （其他答案，言之成理即可得分，但不重复给分。,evaluation_standard,formal,） （其他答案，言之成理即可得分，但不重复给分。,M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,） （其他答案，言之成理即可得分，但不重复给分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0137_2025_昌平_二模_20_15,CC0137_2025_昌平_二模_20,） [slide 15],evaluation_standard,formal,） [slide 15],M_CC0137_2025_昌平_二模_20_01|M_CC0137_2025_昌平_二模_20_02,） [slide 15],判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0115:slide 12 | F0116:page 10 | F0116:page 6 | F0328:slide 12,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0143_2025_朝阳_一模_19_01,CC0143_2025_朝阳_一模_19,19.（8分） 结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 阅卷前制定的参考答案：,marking_report,formal,19.（8分） 结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 阅卷前制定的参考答案：,M_CC0143_2025_朝阳_一模_19_07,19.（8分） 结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 阅卷前制定的参考答案：,判断法律关系/行为性质/责任承担或程序路径(回源细化),诉讼请求；法律与生活,,knowledge+material,no,F0086:text | F0087:page 6 | F0087:page 9 | F0301:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
