material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_CC0061_2024_西城_一模_18_09,CC0061_2024_西城_一模_18,《中华人民共和国民法典》第一千零六十七条规定，成年子女不履行赡养义务的，缺乏劳动能力或者生活困难的父母，有要求成年子女给付赡养费的权利。,《中华人民共和国民法典》第一千零六十七条规定，成年子女不履行赡养义务的，缺乏劳动能力或者生活困难的父母，有要求成年子女给付赡养费的权利。,,,,,民法典；赡养,carries 法律事实/规则信号,F0058:text | F0059:text | F0061:text | F0278:text | F0279:text | F0280:text,heuristic_sentence_split_from_text_layer
M_CC0061_2024_西城_一模_18_10,CC0061_2024_西城_一模_18,郭某现有收入并不需要子女支付赡养费……” （1）在镜头一的横线上填写申请回避的适当理由。,郭某现有收入并不需要子女支付赡养费……” （1）在镜头一的横线上填写申请回避的适当理由。,,,,,赡养,carries 法律事实/规则信号,F0058:text | F0059:text | F0061:text | F0278:text | F0279:text | F0280:text,heuristic_sentence_split_from_text_layer
M_CC0061_2024_西城_一模_18_11,CC0061_2024_西城_一模_18,（1分） （2）镜头二中有一处明显错误，将它找出来并改正。,（1分） （2）镜头二中有一处明显错误，将它找出来并改正。,,,,,,背景或价值铺垫,F0058:text | F0059:text | F0061:text | F0278:text | F0279:text | F0280:text,heuristic_sentence_split_from_text_layer
M_CC0061_2024_西城_一模_18_12,CC0061_2024_西城_一模_18,（1分） （3） （6分）,（1分） （3） （6分）,,,,,,背景或价值铺垫,F0058:text | F0059:text | F0061:text | F0278:text | F0279:text | F0280:text,heuristic_sentence_split_from_text_layer
M_CC0063_2024_西城_二模_16_01,CC0063_2024_西城_二模_16,16．（8分） 市民甲在某食品科技有限公司开设的网店中购买了30盒“黄芪薏米饼干”，付款516元。,16．（8分） 市民甲在某食品科技有限公司开设的网店中购买了30盒“黄芪薏米饼干”，付款516元。,,,,,,背景或价值铺垫,F0064:text | F0065:text | F0067:text | F0286:text | F0287:text | F0288:text,heuristic_sentence_split_from_text_layer
M_CC0063_2024_西城_二模_16_02,CC0063_2024_西城_二模_16,签收后，甲发现这些饼干不符合食品安全标准，随后又在两个月内三次购买同样的饼干，总数达200盒。,签收后，甲发现这些饼干不符合食品安全标准，随后又在两个月内三次购买同样的饼干，总数达200盒。,,,,,,背景或价值铺垫,F0064:text | F0065:text | F0067:text | F0286:text | F0287:text | F0288:text,heuristic_sentence_split_from_text_layer
M_CC0063_2024_西城_二模_16_03,CC0063_2024_西城_二模_16,四次总计付款4176元。,四次总计付款4176元。,,,,,,背景或价值铺垫,F0064:text | F0065:text | F0067:text | F0286:text | F0287:text | F0288:text,heuristic_sentence_split_from_text_layer
M_CC0063_2024_西城_二模_16_04,CC0063_2024_西城_二模_16,甲以产品中添加有黄芪粉，违反了有关规定为由，起诉请求经营者退还价款4176元，支付相当于价款十倍的赔偿金41760元。,甲以产品中添加有黄芪粉，违反了有关规定为由，起诉请求经营者退还价款4176元，支付相当于价款十倍的赔偿金41760元。,,,,yes,经营者；起诉,carries 法律事实/规则信号,F0064:text | F0065:text | F0067:text | F0286:text | F0287:text | F0288:text,heuristic_sentence_split_from_text_layer
M_CC0063_2024_西城_二模_16_05,CC0063_2024_西城_二模_16,审理法院认为，某食品科技有限公司违反我国关于食品安全的相关规定，属于生产经营不符合食品安全标准食品的行为，应依法承担责任。,审理法院认为，某食品科技有限公司违反我国关于食品安全的相关规定，属于生产经营不符合食品安全标准食品的行为，应依法承担责任。,,,,,,背景或价值铺垫,F0064:text | F0065:text | F0067:text | F0286:text | F0287:text | F0288:text,heuristic_sentence_split_from_text_layer
M_CC0063_2024_西城_二模_16_06,CC0063_2024_西城_二模_16,市民甲首单购买的30盒“黄芪薏米饼干”未超出合理生活消费需要，对其就该部分饼干提出的惩罚性赔偿请求应予支持。,市民甲首单购买的30盒“黄芪薏米饼干”未超出合理生活消费需要，对其就该部分饼干提出的惩罚性赔偿请求应予支持。,,,,yes,惩罚性赔偿,carries 法律事实/规则信号,F0064:text | F0065:text | F0067:text | F0286:text | F0287:text | F0288:text,heuristic_sentence_split_from_text_layer
M_CC0063_2024_西城_二模_16_07,CC0063_2024_西城_二模_16,但是，甲在收到首单饼干并确认饼干不符合食品安全标准后，又在两个多月时间内多次向同一商家大量加购同款饼干，加购数量共计200盒，总重量高达18.4千克。,但是，甲在收到首单饼干并确认饼干不符合食品安全标准后，又在两个多月时间内多次向同一商家大量加购同款饼干，加购数量共计200盒，总重量高达18.4千克。,,,,,,背景或价值铺垫,F0064:text | F0065:text | F0067:text | F0286:text | F0287:text | F0288:text,heuristic_sentence_split_from_text_layer
M_CC0063_2024_西城_二模_16_08,CC0063_2024_西城_二模_16,综合考量案涉饼干的保质期、普通消费者通常的生活消费习惯等因素，甲的加购行为超出正常的生活消费所需，对其就加购饼干提出的惩罚性赔偿请求不应支持，故判决支持甲就首单购买饼干提出的惩罚性赔偿请求。,综合考量案涉饼干的保质期、普通消费者通常的生活消费习惯等因素，甲的加购行为超出正常的生活消费所需，对其就加购饼干提出的惩罚性赔偿请求不应支持，故判决支持甲就首单购买饼干提出的惩罚性赔偿请求。,,,,yes,惩罚性赔偿,carries 法律事实/规则信号,F0064:text | F0065:text | F0067:text | F0286:text | F0287:text | F0288:text,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_01,CC0077_2025_东城_一模_19,19.(8 分) 法治以“固根本、稳预期、利长远”的治理效能，夯实人民群众可感可及的公平正义。,19.(8 分) 法治以“固根本、稳预期、利长远”的治理效能，夯实人民群众可感可及的公平正义。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_02,CC0077_2025_东城_一模_19,以下三个案例生 动展现了法治的实践与成效。,以下三个案例生 动展现了法治的实践与成效。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_03,CC0077_2025_东城_一模_19,案件一 张某与某公司签订《家庭装修合同》，因公司未按工期完工，张某诉至法院，要求赔偿损失并 支付违约金。,案件一 张某与某公司签订《家庭装修合同》，因公司未按工期完工，张某诉至法院，要求赔偿损失并 支付违约金。,,,,yes,违约金；赔偿损失,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_04,CC0077_2025_东城_一模_19,在诉讼程序启动后，法官了解双方需求、耐心释法析理，最终该公司主动赔偿工期延误损失， 既解“法结”又解“心结”。,在诉讼程序启动后，法官了解双方需求、耐心释法析理，最终该公司主动赔偿工期延误损失， 既解“法结”又解“心结”。,,,,yes,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_05,CC0077_2025_东城_一模_19,案件二 柳某入职某医院时，双方在合同中约定“若柳某提出解约，培训费补偿见《培训协议》”，并 另行签订《培训协议》。,案件二 柳某入职某医院时，双方在合同中约定“若柳某提出解约，培训费补偿见《培训协议》”，并 另行签订《培训协议》。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_06,CC0077_2025_东城_一模_19,医院依约出资提供培训后，柳某在服务期未满时提出辞职并自愿支付违约金，但 [page 6] 第6页/共9页 离职后又申请仲裁要求返还，仲裁委员会驳回其请求。,医院依约出资提供培训后，柳某在服务期未满时提出辞职并自愿支付违约金，但 [page 6] 第6页/共9页 离职后又申请仲裁要求返还，仲裁委员会驳回其请求。,,,,yes,违约金,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_07,CC0077_2025_东城_一模_19,案件三 顾氏三兄弟长期尽心照料孤寡老人杨某，在其住院期间陪护并承担费用，杨某去世后又为其 操办丧葬事宜。,案件三 顾氏三兄弟长期尽心照料孤寡老人杨某，在其住院期间陪护并承担费用，杨某去世后又为其 操办丧葬事宜。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_08,CC0077_2025_东城_一模_19,因杨某财产无人管理，三兄弟申请指定民政局作为遗产管理人，获得法院支持。,因杨某财产无人管理，三兄弟申请指定民政局作为遗产管理人，获得法院支持。,,,,,遗产,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_09,CC0077_2025_东城_一模_19,判决生效 后，民政局出具《分割决定书》，将杨某部分遗产分配给了顾氏三兄弟。,判决生效 后，民政局出具《分割决定书》，将杨某部分遗产分配给了顾氏三兄弟。,,,,,遗产,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_10,CC0077_2025_东城_一模_19,阅读材料，完成下表。,阅读材料，完成下表。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_11,CC0077_2025_东城_一模_19,解决机制 以案说法 典型意义 案件一 ① 某公司未能按时完工，应承担违约 责任。,解决机制 以案说法 典型意义 案件一 ① 某公司未能按时完工，应承担违约 责任。,,,,yes,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_12,CC0077_2025_东城_一模_19,该案争议点不大，诉讼标的 额较小，承办法官本着以和为贵的 理念，经征求双方同意后，以该方 式圆满解决纠纷。,该案争议点不大，诉讼标的 额较小，承办法官本着以和为贵的 理念，经征求双方同意后，以该方 式圆满解决纠纷。,,,,yes,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_13,CC0077_2025_东城_一模_19,有效化解矛盾，避免双方损 失进一步扩大，有利于规范 市场秩序，促进社会 和谐。,有效化解矛盾，避免双方损 失进一步扩大，有利于规范 市场秩序，促进社会 和谐。,,,,,,背景或价值铺垫,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_14,CC0077_2025_东城_一模_19,案件二 仲裁 医院与柳某签订的合同与协议被依 法认定有效，柳某签订协议并支付 违约金是真实意思表示，其要求返 还违约金有违诚信原则，故驳回。,案件二 仲裁 医院与柳某签订的合同与协议被依 法认定有效，柳某签订协议并支付 违约金是真实意思表示，其要求返 还违约金有违诚信原则，故驳回。,,,,yes,违约金,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0077_2025_东城_一模_19_15,CC0077_2025_东城_一模_19,② 案件三 诉讼 顾氏三兄弟无法定赡养义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。,② 案件三 诉讼 顾氏三兄弟无法定赡养义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。,,,,yes,民法典；扶养；赡养；遗产,carries 法律事实/规则信号,F0073:page 4 | F0074:page 5 | F0074:page 8 | F0292:page 4,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_01,CC0084_2025_东城_二模_19,19.(8 分)法律以清晰的边界和公正的尺度守护社会秩序，营造美好生活。,19.(8 分)法律以清晰的边界和公正的尺度守护社会秩序，营造美好生活。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_02,CC0084_2025_东城_二模_19,案件一 龙某为13 周岁的钱某在所经营的美容工作室进行了大面积文身并收取费用。,案件一 龙某为13 周岁的钱某在所经营的美容工作室进行了大面积文身并收取费用。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_03,CC0084_2025_东城_二模_19,钱某母亲发现后，为 避免对钱某求学及就业造成影响，要求龙某为钱某清洗文身并赔偿。,钱某母亲发现后，为 避免对钱某求学及就业造成影响，要求龙某为钱某清洗文身并赔偿。,,,,yes,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_04,CC0084_2025_东城_二模_19,因协商未果，钱某诉至法院，最终法 院判决龙某退还文身费用并赔偿精神损失。,因协商未果，钱某诉至法院，最终法 院判决龙某退还文身费用并赔偿精神损失。,,,,yes,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
M_CC0084_2025_东城_二模_19_05,CC0084_2025_东城_二模_19,案件二 杨某在其运营的自媒体账号发布文章，在没有事实依据的情况下，评价某公司“搅乱市场”“打劫同 行”“无赖”“强盗”，引发社会关注，造成严重负面影响。,案件二 杨某在其运营的自媒体账号发布文章，在没有事实依据的情况下，评价某公司“搅乱市场”“打劫同 行”“无赖”“强盗”，引发社会关注，造成严重负面影响。,,,,,,背景或价值铺垫,F0100:page 3 | F0101:page 5 | F0101:page 7 | F0317:page 3,heuristic_sentence_split_from_text_layer
