entry_id,suite_id,question_no,sub_part,target_node,evidence_level,rubric_excerpt_short,evidence_path,boundary_note
2026_朝阳_一模__Q21__人民群众,2026_朝阳_一模,21,,历史唯物主义/人民群众,rubric-formal,立法回应人民群众对优美生态环境、共同富裕等民生需求，坚持以人民为中心，保障人民权益……体现了以人民为中心的立法导向,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx 第21题,原文细则口径已转入审计：细则在'为什么角度'明确给出：'立法回应人民群众对优美生态环境、共同富裕等民生需求，坚持以人民为中心，保障人民权益'。材料标题直接是'民生为大'，并把三部法律分别落到'家门口的环境问题''各族群众对美好生活的向往''问计于民'。学生看到'民
2026_朝阳_期中__Q4__联系多样性,2026_朝阳_期中,4,,辩证法/联系的观点 / 联系的多样性,answer-key,试卷参考答案选择题答案表：第4题 A。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf 第2页第4题与第8页选择题答案表,
2026_朝阳_期中__Q18__矛盾对立统一,2026_朝阳_期中,18,,辩证法/矛盾就是对立统一,rubric-formal,Q18 阅卷细则：总说可用矛盾的普遍性/对立统一/一分为二/全面的观点；既要看到人工智能在提供情绪价值方面的长处，也要看到其缺陷和弊端。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf 第6页第18题；细则/细则.docx Q18,
2026_朝阳_期中__Q18__具体问题具体分析,2026_朝阳_期中,18,,辩证法/矛盾的观点 / 矛盾的特殊性,rubric-formal,Q18 阅卷细则：支持理由可用按规律办事/从实际出发/矛盾特殊性或具体问题具体分析；材料可写具体分析用户需求、调整对话模式。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf 第6页第18题；细则/细则.docx Q18,
2026_朝阳_期中__Q18__主观能动性,2026_朝阳_期中,18,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,Q18 阅卷细则：反对理由可用主观能动性/意识依赖于物质/适度原则、实践等；材料可写过度依赖人工智能会削弱现实的交往能力。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf 第6页第18题；细则/细则.docx Q18,
2026_朝阳_期中__Q18__价值判断与价值选择,2026_朝阳_期中,18,,价值观 / 人生观/价值判断与价值选择,rubric-formal,Q18 阅卷细则：如何做可用辩证否定观/正确价值观的导向作用、价值判断价值选择；材料可写用正确科技伦理规范人工智能提供情绪价值方面的使用。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf 第6页第18题；细则/细则.docx Q18,
2026_朝阳_期中__Q18__辩证否定,2026_朝阳_期中,18,,辩证法/辩证否定 / 守正创新,rubric-formal,Q18 阅卷细则：如何做可用辩证否定观。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf 第6页第18题；细则/细则.docx Q18,
2026_朝阳_期末__Q16__辩证否定观,2026_朝阳_期末,16,,辩证法/辩证否定 / 守正创新,rubric-formal,细则原文：怎么做：传统戏曲焕发新的生命力，要遵循辩证否定观，剔除传统中与当代社会脱节的部分，保留其艺术精髓，并赋予其新的时代内涵。立足时代之基，回答时代之问/以当代之思叩问传统，推动传统文化与现代元素的融合……（4分）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf 第1页 第16题（怎么做 4分核心采点原文）；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf 第4-5页 第16题,
2026_朝阳_期末__Q21__整体与部分,2026_朝阳_期末,21,,辩证法/整体与部分,rubric-formal,细则原文：21.（8分）……角度1 关系分析：知识1分（整体与部分的辩证统一/系统优化/联系的观点看问题），分析2分。任一角度2分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf 第3-4页 第21题（角度1 关系分析原文）；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf 第8页 第21题,
2026_海淀_一模__Q16__物质决定意识,2026_海淀_一模,16,,唯物论/物质决定意识,rubric-formal,可从发展的观点、社会存在与社会意识、价值观、文化的功能等角度作答。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf 第1页 第16题,
2026_海淀_一模__Q16__主观能动性,2026_海淀_一模,16,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,可从发展的观点、社会存在与社会意识、价值观、文化的功能等角度作答。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf 第1页 第16题,
2026_海淀_一模__Q16__社会存在与社会意识,2026_海淀_一模,16,,历史唯物主义/社会存在与社会意识,rubric-formal,可从发展的观点、社会存在与社会意识、价值观、文化的功能等角度作答。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf 第1页 第16题,
2026_海淀_一模__Q16__发展的观点,2026_海淀_一模,16,,辩证法/发展的观点 / 发展的普遍性,rubric-formal,可从发展的观点、社会存在与社会意识、价值观、文化的功能等角度作答。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf 第1页 第16题,
2026_海淀_一模__Q16__价值判断与价值选择,2026_海淀_一模,16,,价值观 / 人生观/价值判断与价值选择,rubric-formal,可从发展的观点、社会存在与社会意识、价值观、文化的功能等角度作答。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf 第1页 第16题,
2026_海淀_期末__Q16__矛盾一分为二,2026_海淀_期末,16,,辩证法/矛盾就是对立统一,rubric-formal,可从矛盾的观点、意识的能动作用、实践的观点等角度作答。5-6分细则：观点清晰，矛盾观（一分为二/两重统一），'重点论'出不来只能1分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf 第1页 第16题；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf 第5页 第16题,
2026_海淀_期末__Q16__两点论与重点论,2026_海淀_期末,16,,辩证法/两点论与重点论,rubric-formal,5-6分细则原文：观点清晰，矛盾观（一分为二/两重统一），'重点论'出不来只能1分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf 第1页 第16题,
2026_海淀_期末__Q16__意识的能动作用,2026_海淀_期末,16,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,5-6分细则原文：(1+1)×3观点清晰，知（意识/认识/价值观/价值判断价值选择等）；只有分别从知、行两个角度分析才分别是1+1。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf 第1页 第16题,
2026_海淀_期末__Q16__实践的观点,2026_海淀_期末,16,,认识论/实践是认识的基础,rubric-formal,5-6分细则原文：(1+1)×3 观点清晰，行（实践/主观能动性/实现人生价值）；只有分别从知、行两个角度分析才分别是1+1。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf 第1页 第16题,
2026_海淀_期末__Q16__主观能动性,2026_海淀_期末,16,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,5-6分细则原文：行（实践/主观能动性/实现人生价值）；只有分别从知、行两个角度分析才分别是1+1。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf 第1页 第16题,
2026_海淀_期末__Q16__价值观的导向作用,2026_海淀_期末,16,,价值观 / 人生观/价值观的导向作用,rubric-formal,7分细则原文：价值观具有导向作用，正确价值观具有促进作用，应树立正确价值观。面对数字化世界，'数字原住民'应当提高对信息工具滥用的警惕，将其作为辅助工具而非解决问题的直接主体，培养自身思考能力的正确价值。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf 第1页 第16题（7分加分项原文）,
2026_海淀_期末__Q17__联系的观点,2026_海淀_期末,17,,辩证法/根据固有联系建立新的具体联系,rubric-formal,可从联系的观点、价值观、弘扬民族精神、发展中国特色社会主义文化等角度作答。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf 第1页 第17题,
2026_海淀_期末__Q17__价值观的导向作用,2026_海淀_期末,17,,价值观 / 人生观/价值观的导向作用,rubric-formal,可从联系的观点、价值观、弘扬民族精神、发展中国特色社会主义文化等角度作答。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf 第1页 第17题,
2026_石景山_一模__Q17_1__矛盾就是对立统一,2026_石景山_一模,17,(1),辩证法/矛盾就是对立统一,rubric-formal,可从规律、联系、发展、矛盾、文化传承与创新等角度回答……示例：①坚持对立统一观点，强调人体气血、脏腑的平衡与联系，把握事物发展的内在矛盾与规律。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf 第9页 第17(1)题,原文细则口径已转入审计：细则把'矛盾'列为可选角度并在示例答案中明确：'坚持对立统一观点，强调人体气血、脏腑的平衡与联系，把握事物发展的内在矛盾与规律'。材料里'中立、平衡''执中和谐''气血循环与平衡'都是阴阳、气血、脏腑等对立面在统一体中相互依存、相互制约的体
2026_石景山_一模__Q17_1__矛盾特殊性具体问题具体分析,2026_石景山_一模,17,(1),辩证法/矛盾特殊性 / 具体问题具体分析,rubric-formal,②坚持具体问题具体分析，通过四诊合参辨证论治，根据个体病症实施个性化治疗，把握矛盾特殊性。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf 第9页 第17(1)题,
2026_石景山_一模__Q17_1__系统观念系统优化,2026_石景山_一模,17,(1),辩证法/系统观念 系统优化,rubric-formal,③运用系统思维，立足人体整体，认为脏腑通过经络相互联系，注重系统内部的有机衔接与整体调理。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf 第9页 第17(1)题,
2026_石景山_一模__Q17_1__发展的观点,2026_石景山_一模,17,(1),辩证法/发展的观点,rubric-formal,⑤坚持发展的观点，中医药历经各历史时期不断完善理论、创新技术，在实践中实现自身的传承与发展。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf 第9页 第17(1)题,
2026_石景山_一模__Q21__系统观念系统优化,2026_石景山_一模,21,,辩证法/系统观念 系统优化,rubric-formal,可从党的领导、制度优势、新发展理念、系统优化、科学立法、辩证思维等角度回答……示例：①坚持系统观念，整合重构分散的生态环境单行法，形成逻辑严谨的法律体系，消除法律重叠与矛盾，提升生态环境立法的系统性和整体性。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf 第10页 第21题,原文细则口径已转入审计：细则把'系统优化'列为可选角度，示例答案逐字给出'坚持系统观念，整合重构分散的生态环境单行法'。材料介绍生态环境法典将山水林田湖草沙、污染防治、绿色发展等多领域整合为一部法典——这是把局部要素优化为整体的系统过程。学生看到'整合''重构''
2026_石景山_一模__Q21__发展的观点,2026_石景山_一模,21,,辩证法/发展的观点,rubric-formal,示例：②突破传统立法局限，从单一污染防治转向生态环境全要素、全过程规范，践行'山水林田湖草沙是生命共同体'理念，实现生态环境立法的理念升级与范围拓展。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf 第10页 第21题,
2026_西城_一模__Q16__主观能动性意识的能动作用,2026_西城_一模,16,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,哲学与思维观点：促进全民阅读进步体现：发挥正确意识的促进作用（着眼阅读）/联系观点（着眼全民）/发展观点（着眼战略投资）/正确价值观的导向作用（着眼入法彰显国家导向）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx 第16题,细则口径：细则在'哲学与思维观点'这一栏明确给出'发挥正确意识的促进作用（着眼阅读）'，材料中的关键信号就是'阅读'这件事本身——它不仅是个人活动，还是国民创新能力和文化素养的'蓄水'。
2026_西城_一模__Q16__联系普遍性,2026_西城_一模,16,,辩证法/联系普遍性,rubric-formal,联系观点（着眼全民）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx 第16题,
2026_西城_一模__Q16__发展的观点,2026_西城_一模,16,,辩证法/发展的观点,rubric-formal,发展观点（着眼战略投资）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx 第16题,细则口径：细则要求'发展观点（着眼战略投资）'。
2026_西城_一模__Q16__价值观导向作用,2026_西城_一模,16,,价值观 / 人生观/价值观导向作用,rubric-formal,正确价值观的导向作用（着眼入法彰显国家导向）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx 第16题,细则口径：细则给出'正确价值观的导向作用（着眼入法彰显国家导向）'。
2026_西城_一模__Q21__实践与认识总,2026_西城_一模,21,,认识论/实践与认识总,rubric-formal,具体可以用实践观、矛盾观、发展观、规律与主观能动性的关系、辩证思维、创新思维（超前思维的特点探索性）、改革的知识等—任选2个角度展开分析，每个角度3分，共6分,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx 第21题,细则口径：细则明确把'实践观'列为可选角度，材料反复强调'党领导人民长期探索和实践''持续探索'。
2026_西城_一模__Q21__尊重客观规律与发挥主观能动性,2026_西城_一模,21,,唯物论/尊重客观规律与发挥主观能动性相结合,rubric-formal,具体可以用实践观、矛盾观、发展观、规律与主观能动性的关系、辩证思维、创新思维（超前思维的特点探索性）、改革的知识等,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx 第21题,细则口径：细则把'规律与主观能动性的关系'列为可选哲学角度。
2026_西城_一模__Q21__发展的观点,2026_西城_一模,21,,辩证法/发展的观点,rubric-formal,具体可以用实践观、矛盾观、发展观、规律与主观能动性的关系……—任选2个角度展开分析,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx 第21题,细则口径：细则把'发展观'列为可选角度。
2026_西城_一模__Q21__矛盾特殊性具体问题具体分析,2026_西城_一模,21,,辩证法/矛盾特殊性 / 具体问题具体分析,rubric-formal,具体可以用实践观、矛盾观、发展观、规律与主观能动性的关系……,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx 第21题,细则口径：细则把'矛盾观'列为可选角度。
2026_西城_一模__Q21__改革,2026_西城_一模,21,,历史唯物主义/改革,rubric-formal,具体可以用实践观、矛盾观、发展观、规律与主观能动性的关系、辩证思维、创新思维（超前思维的特点探索性）、改革的知识等,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx 第21题,细则口径：细则明确把'改革的知识'列为可选角度。
2026_西城_期末__Q16-2__物质决定意识,2026_西城_期末,16,(2),唯物论/物质决定意识,rubric-formal,细则示例 唯物论角度原文：世界统一于物质（物质决定意识），人民坚持以人民为中心的创作导向，正确反映现实，实现主客观统一……打破隔阂，构成认识世界的途径，产生直抵人心的力量。每个角度2分，共6分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf 第2页 第16(2)题示例 唯物论角度；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf 第10页 第16(2)题答案①,
2026_西城_期末__Q16-2__实践是检验认识真理性的唯一标准,2026_西城_期末,16,(2),认识论/实践是认识的基础,rubric-formal,细则示例 认识论角度原文：追求真理是人类认识活动的根本任务，对实践具有促进作用，产生直抵人心的力量。每个角度2分，共6分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf 第2页 第16(2)题示例 认识论角度；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf 第10页 第16(2)题答案②,
2026_西城_期末__Q16-2__矛盾普遍性与特殊性,2026_西城_期末,16,(2),辩证法/矛盾的普遍性和特殊性,rubric-formal,细则示例 辩证法角度原文：矛盾普遍性有特殊性相互联结。在新闻、科学等等个领域里人们追求的真实通过各种方式去追求，才能获得事物真实情况，才能产生直抵人心的力量。每个角度2分，共6分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf 第2页 第16(2)题示例 辩证法角度,
2026_西城_期末__Q16-2__人民群众,2026_西城_期末,16,(2),历史唯物主义/人民群众,rubric-formal,细则示例 唯物史观角度原文：人民群众是历史的主体、是创造者，别人民群众也历史，才能获得真实，如果反映社会矛盾本质，才能让人民群众形成共鸣，凝聚力量，推动社会发展。每个角度2分，共6分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf 第2页 第16(2)题示例 唯物史观角度；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf 第10页 第16(2)题答案③,
2026_西城_期末__Q16-2__价值观的导向作用,2026_西城_期末,16,(2),价值观 / 人生观/价值观的导向作用,rubric-formal,细则示例 价值观角度原文：价值观对人们认识世界改造世界有重要的导向作用，对'真实'的追求是合规律性和合目的性的，它能为人们做出正确的价值判断与选择，得以跨越情感达成价值共识，直抵人心。每个角度2分，共6分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf 第2页 第16(2)题示例 价值观角度；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf 第10页 第16(2)题答案④,
2026_西城_期末__Q21__实事求是,2026_西城_期末,21,,唯物论/一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,rubric-formal,评标 PPT 第12页与细则第5页：21.（10分）可从坚持党的领导、全过程人民民主、实事求是、发展的观点等角度作答。每个角度3分，知识2分+意义分析1分，共9分。角度3：科学思维方法、实事求是、实践与认识、发展观、科学思维（辩证思维动态性）。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf 第5页 第21题；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx 第12页,
2026_西城_期末__Q21__发展的观点,2026_西城_期末,21,,辩证法/发展的观点 / 发展的普遍性,rubric-formal,评标 PPT 第12页与细则第5页：21.（10分）可从坚持党的领导、全过程人民民主、实事求是、发展的观点等角度作答。每个角度3分，知识2分+意义分析1分，共9分。角度3：科学思维方法、实事求是、实践与认识、发展观、科学思维（辩证思维动态性）。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf 第5页 第21题；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx 第12页,
2026_通州_期末__Q16__一切从实际出发,2026_通州_期末,16,,唯物论/一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,rubric-formal,Q16 评标 pptx：唯物论角度可用一切从实际出发，实事求是；李冰利用当地北高东南低的地理条件修建都江堰，做到因地制宜、顺势而为。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf 第5-6页第16题；细则/细则.pptx slide 2-4,
2026_通州_期末__Q16__规律与能动性,2026_通州_期末,16,,唯物论/尊重客观规律与发挥主观能动性相结合,rubric-formal,Q16 评标 pptx：唯物论角度可用尊重客观规律与发挥主观能动性相结合；李冰利用地理条件，体现物质决定意识、尊重客观规律，同时发挥人的主观能动性，实现人与自然和谐共生。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf 第5-6页第16题；细则/细则.pptx slide 2-4,
2026_通州_期末__Q16__联系观点,2026_通州_期末,16,,辩证法/联系的观点 / 普遍联系,rubric-formal,Q16 评标 pptx：联系观可写治水并非单一工程，而是兼顾防洪、灌溉、生态等多重效益，体现联系的普遍性、客观性和多样性，把握事物之间的内在联系。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf 第5-6页第16题；细则/细则.pptx slide 2-4,
2026_通州_期末__Q16__发展的观点,2026_通州_期末,16,,辩证法/发展的观点 / 发展的普遍性,rubric-formal,Q16 评标 pptx：发展观可写都江堰并非一蹴而就，历代治水者接力维护，如今迈入“智水”时代，通过科技赋能、文化表达创新实现持续升级，体现事物不断变化发展，要与时俱进、开拓创新。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf 第5-6页第16题；细则/细则.pptx slide 2-4,
2026_通州_期末__Q16__辩证否定守正创新,2026_通州_期末,16,,辩证法/辩证否定 / 守正创新,rubric-formal,Q16 评标 pptx：辩证否定观可写守正创新是对传统治水智慧的继承与发展，既保留“因势利导”的核心智慧，又结合现代科技、文化传播实现升级，体现辩证否定是联系的环节、发展的环节，实质是扬弃。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf 第5-6页第16题；细则/细则.pptx slide 2-4,
2026_通州_期末__Q16__人民群众,2026_通州_期末,16,,历史唯物主义/人民群众,rubric-formal,Q16 评标 pptx：唯物史观可写人民群众是历史的创造者；李冰率领民众历经艰难修建都江堰，历代治水者接力维护，治水智慧源于人民实践。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf 第5-6页第16题；细则/细则.pptx slide 2-4,
2026_门头沟_一模__Q16__发展的观点,2026_门头沟_一模,16,,辩证法/发展的观点,rubric-formal,哲学角度:发展的观点，矛盾双方对立统一，辩证否定观，联系的观点……示例：事物是不断变化发展的，要用发展的观点看问题。永定河古渠作为文化载体如今仍在灌溉农田、生态补水，具有服务社会、推动发展的功能。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则在Q16哲学采分点逐字给出'发展的观点'，并在示例答案中明确'事物是不断变化发展的，要用发展的观点看问题'。材料用'仍润泽果园''仍在灌溉''变身生态补水通道''支撑六水联通''灌溉遗产+'描绘古渠从过去走到当代、不断生长出新功能。学生
2026_门头沟_一模__Q16__矛盾就是对立统一,2026_门头沟_一模,16,,辩证法/矛盾就是对立统一,rubric-formal,哲学角度:发展的观点，矛盾双方对立统一，辩证否定观，联系的观点……示例：矛盾就是对立统一，要用一分为二的观点看问题，创造条件，化不利为有利。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx 第16题,
2026_门头沟_一模__Q16__辩证否定守正创新,2026_门头沟_一模,16,,辩证法/辩证否定 守正创新,rubric-formal,哲学角度:发展的观点，矛盾双方对立统一，辩证否定观，联系的观点……示例：坚持辩证否定观。辩证否定是联系的环节发展的环节，实质是扬弃。古渠保留了其核心的灌溉、防洪功能，又增加了生态补水等功能，实现了与时俱进的转型,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx 第16题,
2026_门头沟_一模__Q16__联系普遍性,2026_门头沟_一模,16,,辩证法/联系普遍性,rubric-formal,哲学角度:发展的观点，矛盾双方对立统一，辩证否定观，联系的观点……示例：事物是普遍联系的，要用联系的观点看问题，创新'灌溉遗产+'模式，把古渠和京西古道、潭柘寺联系起来，打造水脉与文脉交融的首都文化新地标,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx 第16题,
2026_门头沟_一模__Q21__尊重客观规律与发挥主观能动性,2026_门头沟_一模,21,,唯物论/尊重客观规律与发挥主观能动性相结合,rubric-formal,科学治理（如，尊重客观规律与发挥主观能动性相结合、辩证思维、系统思维等）……结合材料一，用中特……、哲学或思维（如，尊重客观规律与发挥主观能动性相结合、辩证思维、系统思维等）阐释，占4分,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx 第21题,
2026_门头沟_一模__Q21__系统观念系统优化,2026_门头沟_一模,21,,辩证法/系统观念 系统优化,rubric-formal,科学治理（如，尊重客观规律与发挥主观能动性相结合、辩证思维、系统思维等）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx 第21题,
2026_顺义_一模__Q16__量变与质变适度原则,2026_顺义_一模,16,,辩证法/量变与质变 适度原则,rubric-formal,5-6分（2×3）……及时发现—从客观事实层面—源头防范：量质变、适度原则、矛盾转化等,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx 第16题,原文细则口径已转入审计：细则在Q16'5-6分'层级明确给出'量质变、适度原则、矛盾转化'。材料反复用'一小堆''第一次''轻微失序'对应量变阶段，用'变本加厉''最终普遍化''秩序崩塌、问题扩散'对应质变阶段。学生看到'放任存在''逐渐增多''最终普遍化'这种'
2026_顺义_一模__Q16__联系普遍性,2026_顺义_一模,16,,辩证法/联系普遍性,rubric-formal,防止扩散（硬约束、他律）—从行为/实践层面防范—制度、治理：联系观、系统优化等,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx 第16题,原文细则口径已转入审计：细则在Q16'防止扩散硬约束'层级明确给出'联系观、系统优化'。材料用'示范性的纵容''诱使人们仿效''跟风效仿''引发效仿与连锁反应'反复呈现一个人的不良行为与他人行为之间的内在联系。学生看到'示范''仿效''连锁反应'这些表述时，应当从
2026_顺义_一模__Q16__系统观念系统优化,2026_顺义_一模,16,,辩证法/系统观念 系统优化,rubric-formal,防止扩散（硬约束、他律）—从行为/实践层面防范—制度、治理：联系观、系统优化等,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx 第16题,
2026_顺义_一模__Q16__价值观导向作用,2026_顺义_一模,16,,价值观 / 人生观/价值观导向作用,rubric-formal,防止扩散（软约束、自律）—思想道德素养提升—认识层面防止从众加剧破坏：文化功能、价值观的导向作用等,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx 第16题,
2026_顺义_一模__Q21__尊重客观规律与发挥主观能动性,2026_顺义_一模,21,,唯物论/尊重客观规律与发挥主观能动性相结合,rubric-formal,（一）哲学角度：1.客观性——2分（哲学）主观能动性和客观规律相结合/社会存在和社会意识/实践和认识/科学思维的特征/超前思维,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx 第21题,
2026_顺义_一模__Q21__两点论与重点论,2026_顺义_一模,21,,辩证法/两点论与重点论,rubric-formal,2.辩证性——2分（哲学）主次矛盾和矛盾主次方面辩关系要坚持两点论和重点论相结合。矛盾对立统一，要全面的、一分为二的看问题,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx 第21题,
2026_顺义_一模__Q21__内因外因,2026_顺义_一模,21,,辩证法/内因外因,rubric-formal,（哲学）要坚持内外因结合。（话题）充分利用国内外有利条件，克服不利条件，既立足自身发展实际、依靠自身力量和智慧谋求发展，又主动融入世界经济、在开放合作中实现自身发展，以自身发展为世界发展创造机遇,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx 第21题,
2026_顺义_一模__Q21__人民群众,2026_顺义_一模,21,,历史唯物主义/人民群众,rubric-formal,3.价值性——2分（哲学）人民群众是历史的创造者，要树立群众观点和群众路线/价值判断和价值选择要遵循社会发展规律，站在最广大人民的立场上。（话题）促进全体人民共同富裕，满足人民美好生活需要，人民群众获得感、幸福感、安全感不断增强,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx 第21题,
